"sku","family","workbookDescription","duplicateCount","sourceUrl","pageStatus","productName","pageTitle","summary","fetchError"
"APO-MIC-EXT","Apollo","Mini-USB to Ethernet adaptor for connection between Videobar and  Companion Mic APO-COM-MIC","2","https://www.wyrestorm.com/product/apo-mic-ext/","200","UC BUILDER","USB Extender for Apollo Add-On Mic - WyreStorm","A simple USB to Ethernet extender for use with the APO-COM-MIC add-on microphone. Connects to the VX20s Mic USB port and allows point-to-point extension up to 60m over Cat6 cable to the APO-COM-MIC.",
"APO-SKY-MIC","Apollo","Apollo companion add-on Mic | RJ45 connection | Ceiling/Table Mount","2","https://www.wyrestorm.com/product/apo-sky-mic/","200","UC BUILDER","Companion Add-on Ceiling Mic for Apollo Video Bar and Microphone Hub - WyreStorm","Designed for seamless integration in conference rooms and lecture halls, these microphones offer a clutter-free solution. Expertly crafted to mount on the ceiling, they ensure your tables remain unencumbered by wires and mics, providing a clean, professional environment for effective communication. Pair with the APO-MIC-EXT to cascade up to 5 times!",
"APO-VX20-MNT","Apollo","Wall Mounting Kit for the APO-VX20-UC Video Bar","1","https://www.wyrestorm.com/product/apo-vx20-mnt/","200","UC BUILDER","Display Mount for APO-VX20-UC - WyreStorm","Display Mount for use with the Apollo VX20 video bar. Use the mount with your existing display bracket to mount the video bar above or below the display.",
"APO-VX20-UC V2","Apollo","Apollo  4K Video Bar & Switcher | 4K30Hz camera | HMDI out 4K60Hz 4:4:4 | USB-C & HDMI input | USB-C 60w PD | Dual HDMI Outputs | 120° DFOV | Auto Framing, Speaker Tracking, Presenter Tracking, Individuals Gallery | Dual 8w stereo Speakers | Beamforming 8xMics | Airplay & Miracast & APO-DG2 & APO-DG2-PRO | Zoom certified","1","https://www.wyrestorm.com/product/apo-vx20-uc v2/",,"APO-VX20-UC V2","","Apollo  4K Video Bar & Switcher | 4K30Hz camera | HMDI out 4K60Hz 4:4:4 | USB-C & HDMI input | USB-C 60w PD | Dual HDMI Outputs | 120° DFOV | Auto Framing, Speaker Tracking, Presenter Tracking, Individuals Gallery | Dual 8w stereo Speakers | Beamforming 8xMics | Airplay & Miracast & APO-DG2 & APO-DG2-PRO | Zoom certified","The request was aborted: The connection was closed unexpectedly."
"AUDIO SYSTEM - WYRESTORM","Unclassified","","1","https://www.wyrestorm.com/product/audio system - wyrestorm/",,"AUDIO SYSTEM - WYRESTORM","","","The request was aborted: The connection was closed unexpectedly."
"CAB-HAOC-10","Unclassified","10m/32.8ft HDMI 2.0 AOC | 24Gbps | 5K60Hz | 4K60Hz | Dolby Vision & HDR | ARC, CEC, ALLM & VRR | ISF Certified | FT4, CL3","1","https://www.wyrestorm.com/product/cab-haoc-10/","200","UC BUILDER","24Gbps 4-core Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR | Kevlar strengthened | ISF Certified - WyreStorm","The WyreStorm HAOC is a next generation HDMI cable designed for the next generation of 4K and 5K HDR content. It offers a unique feature set in both delivering uncompressed HDMI content at up to 24Gbps and compatibility with emerging HDMI technologies such as ALLM (Auto Low Latency Mode) & VRR (Variable Refresh Rate) using the latest in optical transmission technology. Now established as the most powerful form of HDMI extension, WyreStorm active optical cables offer the best of both worlds: pixel-perfect long distance transmission of content and native HDMI communication, thanks to their ability to be a passive communication technology compared to normal HDBaseT extenders that often terminate the HDMI signal prior to transmission.",
"CAB-HAOC-15","Unclassified","15m/49ft HDMI 2.0 AOC | 24Gbps | 5K60Hz | 4K60Hz | Dolby Vision & HDR | ARC, CEC, ALLM & VRR | ISF Certified | FT4, CL4","1","https://www.wyrestorm.com/product/cab-haoc-15/","200","UC BUILDER","24Gbps 4-core Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR | Kevlar strengthened | ISF Certified - WyreStorm","The WyreStorm HAOC is a next generation HDMI cable designed for the next generation of 4K and 5K HDR content. It offers a unique feature set in both delivering uncompressed HDMI content at up to 24Gbps and compatibility with emerging HDMI technologies such as ALLM (Auto Low Latency Mode) & VRR (Variable Refresh Rate) using the latest in optical transmission technology. Now established as the most powerful form of HDMI extension, WyreStorm active optical cables offer the best of both worlds: pixel-perfect long distance transmission of content and native HDMI communication, thanks to their ability to be a passive communication technology compared to normal HDBaseT extenders that often terminate the HDMI signal prior to transmission.",
"CAB-HAOC-15-C","Unclassified","15m/49ft HDMI 2.0 AOC | 24Gbps | 5K60Hz | 4K60Hz | Dolby Vision & HDR | ARC, CEC, ALLM & VRR | ISF Certified | CPR | Detachable Head","1","https://www.wyrestorm.com/product/cab-haoc-15-c/","200","UC BUILDER","Active Optical HDMI Cable | 4K HDR 4:4:4/60| WyreStorm","The WyreStorm HAOC is a 4K and 5K HDR-ready HDMI cable that is designed for the next generation of 4K and 5K HDR content.",
"CAB-HAOC-20","Unclassified","20m/65.6ft HDMI 2.0 AOC | 24Gbps | 5K60Hz | 4K60Hz | Dolby Vision & HDR | ARC, CEC, ALLM & VRR | ISF Certified | FT4, CL5","1","https://www.wyrestorm.com/product/cab-haoc-20/","200","UC BUILDER","Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR| WyreStorm","The WyreStorm HAOC is a high-quality HDMI cable that is designed for watching 4K and 5K HDR content.",
"CAB-HAOC-20-C","Unclassified","20m/65.6ft HDMI 2.0 AOC | 24Gbps | 5K60Hz | 4K60Hz | Dolby Vision & HDR | ARC, CEC, ALLM & VRR | ISF Certified | CPR | Detachable Head","1","https://www.wyrestorm.com/product/cab-haoc-20-c/","200","UC BUILDER","Active Optical HDMI Cable | 4K HDR| WyreStorm","The WyreStorm HAOC is a 4K and 5K HDR HDMI cable designed for the future generation of 4K and 5K HDR entertainment.",
"CAB-HAOC-30-C","Unclassified","30m/98ft HDMI 2.0 AOC | 24Gbps | 5K60Hz | 4K60Hz | Dolby Vision & HDR | ARC, CEC, ALLM & VRR | ISF Certified | CPR | Detachable Head","1","https://www.wyrestorm.com/product/cab-haoc-30-c/","200","UC BUILDER","24Gbps 4-core Active Optical HDMI Cable | 4K HDR 4:4:4/60 | Kevlar strengthened | Detachable Head | CPR Rated - WyreStorm","The WyreStorm HAOC is a next generation HDMI cable designed for the next generation of 4K and 5K HDR content. It offers a unique feature set in both delivering uncompressed HDMI content at up to 24Gbps and compatibility with emerging HDMI technologies such as ALLM (Auto Low Latency Mode) & VRR (Variable Refresh Rate) using the latest in optical transmission technology. Now established as the most powerful form of HDMI extension, WyreStorm active optical cables offer the best of both worlds: pixel-perfect long distance transmission of content and native HDMI communication. This model features a detachable RX head and is certified for fire safety.",
"CAB-HAOC-FRL-10","Unclassified","10m/32.8ft HDMI 2.1 AOC | 48Gbps | 8K60Hz | 5K60Hz | Dolby Vision & HDR | eARC, CEC, ALLM & VRR | ISF Certified | UHS Certified","1","https://www.wyrestorm.com/product/cab-haoc-frl-10/",,"CAB-HAOC-FRL-10","","10m/32.8ft HDMI 2.1 AOC | 48Gbps | 8K60Hz | 5K60Hz | Dolby Vision & HDR | eARC, CEC, ALLM & VRR | ISF Certified | UHS Certified","The request was aborted: The connection was closed unexpectedly."
"CAB-HAOC-FRL-15","Unclassified","15m/49ft HDMI 2.1 AOC | 48Gbps | 8K60Hz | 5K60Hz | Dolby Vision & HDR | eARC, CEC, ALLM & VRR | ISF Certified | UHS Certified","1","https://www.wyrestorm.com/product/cab-haoc-frl-15/",,"CAB-HAOC-FRL-15","","15m/49ft HDMI 2.1 AOC | 48Gbps | 8K60Hz | 5K60Hz | Dolby Vision & HDR | eARC, CEC, ALLM & VRR | ISF Certified | UHS Certified","The request was aborted: The connection was closed unexpectedly."
"CAB-UAOC-15-C","Unclassified","15m/49ft HDMI 2.1 AOC | 48Gbps | 8K60Hz | 5K60Hz | Dolby Vision & HDR | eARC, CEC, ALLM & VRR | ISF Certified | UHS Certified","1","https://www.wyrestorm.com/product/cab-uaoc-15-c/",,"CAB-UAOC-15-C","","15m/49ft HDMI 2.1 AOC | 48Gbps | 8K60Hz | 5K60Hz | Dolby Vision & HDR | eARC, CEC, ALLM & VRR | ISF Certified | UHS Certified","The remote server returned an error: (429) Too Many Requests."
"CAB-UAOC-USBC-10","Unclassified","10m/32.8ft | USB-C to C Active Optical Cable | 10Gbps(5Gbps/Lane) | DP2.1+USB2.0 or DP1.4+USB3.2 Gen2x2 | 5K60Hz | 4K120Hz Alt-Mode| Adaptive 2/4 Lane | 5m-10m: 60W PD, 15m: 40W PD","2","https://www.wyrestorm.com/product/cab-uaoc-usbc-10/",,"CAB-UAOC-USBC-10","","10m/32.8ft | USB-C to C Active Optical Cable | 10Gbps(5Gbps/Lane) | DP2.1+USB2.0 or DP1.4+USB3.2 Gen2x2 | 5K60Hz | 4K120Hz Alt-Mode| Adaptive 2/4 Lane | 5m-10m: 60W PD, 15m: 40W PD","The remote server returned an error: (429) Too Many Requests."
"CAB-USBC-15","Unclassified","15m/49ft | USB-C to C Active Optical Cable | 5Gbps Superspeed | 5K60Hz | 4K60 Alt-Mode | 60W PD | Screw-Lock Connector","2","https://www.wyrestorm.com/product/cab-usbc-15/",,"CAB-USBC-15","","15m/49ft | USB-C to C Active Optical Cable | 5Gbps Superspeed | 5K60Hz | 4K60 Alt-Mode | 60W PD | Screw-Lock Connector","The remote server returned an error: (429) Too Many Requests."
"CAM-0402-BRG","Unclassified","4K Camera Bridge and Mixer| 4K30Hz | 4x Wired Inputs (2xHDMI, 2xUSB) | HDMI/USB Output | Multiview | Web & API Control | USB UVC/UAC | RS232","1","https://www.wyrestorm.com/product/cam-0402-brg/",,"CAM-0402-BRG","","4K Camera Bridge and Mixer| 4K30Hz | 4x Wired Inputs (2xHDMI, 2xUSB) | HDMI/USB Output | Multiview | Web & API Control | USB UVC/UAC | RS232","The remote server returned an error: (429) Too Many Requests."
"CAM-0402-NDI-BRG","Unclassified","4K Camera Bridge and Mixer| 4K30Hz | 4x Wired Inputs (2xHDMI, 2xUSB) + 4x NDI Inputs | HDMI/USB/NDI Output | Multiview | Web & API Control | USB UVC/UAC | RS232","1","https://www.wyrestorm.com/product/cam-0402-ndi-brg/",,"CAM-0402-NDI-BRG","","4K Camera Bridge and Mixer| 4K30Hz | 4x Wired Inputs (2xHDMI, 2xUSB) + 4x NDI Inputs | HDMI/USB/NDI Output | Multiview | Web & API Control | USB UVC/UAC | RS232","The remote server returned an error: (429) Too Many Requests."
"CAM-210-NDI-PTZ","Unclassified","1080p60 PTZ Camera | 12x optical zoom | USB-C & HDMI outputs | Network output: NDI, HTTP, RTSP, RTMP & Multicast | Auto Framing & Presenter Tracking | Web UI & RS 232 Control","1","https://www.wyrestorm.com/product/cam-210-ndi-ptz/",,"CAM-210-NDI-PTZ","","1080p60 PTZ Camera | 12x optical zoom | USB-C & HDMI outputs | Network output: NDI, HTTP, RTSP, RTMP & Multicast | Auto Framing & Presenter Tracking | Web UI & RS 232 Control","The remote server returned an error: (429) Too Many Requests."
"CAM-210-PTZ","Unclassified","1080p60 PTZ Camera | 12x optical zoom | USB-C & HDMI outputs | Network output: HTTP, RTSP, RTMP & Multicast | Auto Framing & Presenter Tracking | Web UI & RS 232 Control","1","https://www.wyrestorm.com/product/cam-210-ptz/",,"CAM-210-PTZ","","1080p60 PTZ Camera | 12x optical zoom | USB-C & HDMI outputs | Network output: HTTP, RTSP, RTMP & Multicast | Auto Framing & Presenter Tracking | Web UI & RS 232 Control","The remote server returned an error: (429) Too Many Requests."
"CAM-420-PTZ","Unclassified","4K dual-lens AI PTZ Camera | 4K30Hz | 3x Optical Zoom | USB & HDMI & NDI outputs | Auto Framing, Speaker Tracking, Presenter Tracking, Individuals Gallery | Web-UI","1","https://www.wyrestorm.com/product/cam-420-ptz/",,"CAM-420-PTZ","","4K dual-lens AI PTZ Camera | 4K30Hz | 3x Optical Zoom | USB & HDMI & NDI outputs | Auto Framing, Speaker Tracking, Presenter Tracking, Individuals Gallery | Web-UI","The remote server returned an error: (429) Too Many Requests."
"COM-MIC-HUB","Unclassified","Microphone Hub | Microphone Mixer | AEC & AGC & ANR | Web-UI","2","https://www.wyrestorm.com/product/com-mic-hub/",,"COM-MIC-HUB","","Microphone Hub | Microphone Mixer | AEC & AGC & ANR | Web-UI","The remote server returned an error: (429) Too Many Requests."
"CONTROL SYSTEM - WYRESTORM","Unclassified","","1","https://www.wyrestorm.com/product/control system - wyrestorm/",,"CONTROL SYSTEM - WYRESTORM","","","The remote server returned an error: (429) Too Many Requests."
"EX-100-G2","Unclassified","4K60Hz HDBaseT Extender | 4K60Hz 4:2:0 | PoH | CEC | IR | RS232 | 100m/328ft","1","https://www.wyrestorm.com/product/ex-100-g2/",,"EX-100-G2","","4K60Hz HDBaseT Extender | 4K60Hz 4:2:0 | PoH | CEC | IR | RS232 | 100m/328ft","The remote server returned an error: (429) Too Many Requests."
"EX-100-IW-USBC","Unclassified","USB 3.2 Single Gang In-Wall HDBT-USB3 Transmitter and Receiver Kit  |  5Gbps | 100m | PoH+| 4 USB-A ports","1","https://www.wyrestorm.com/product/ex-100-iw-usbc/",,"EX-100-IW-USBC","","USB 3.2 Single Gang In-Wall HDBT-USB3 Transmitter and Receiver Kit  |  5Gbps | 100m | PoH+| 4 USB-A ports","The remote server returned an error: (429) Too Many Requests."
"EX-100-KVM","Unclassified","4K60Hz HDBT 2.0 Extender Set | 4K60Hz 4:2:0 | PoH | USB 2.0 | Analog Audio | RS-232 Passthrough (4K: 100m/328ft)","1","https://www.wyrestorm.com/product/ex-100-kvm/",,"EX-100-KVM","","4K60Hz HDBT 2.0 Extender Set | 4K60Hz 4:2:0 | PoH | USB 2.0 | Analog Audio | RS-232 Passthrough (4K: 100m/328ft)","The remote server returned an error: (429) Too Many Requests."
"EX-100-KVM-8K","Unclassified","HDMI 2.1 8K60Hz  HDBaseT Extender  | DSC | 8K60Hz 4:2:0 | 8K30Hz 4:4:4| 4K120Hz 4:4:4 | RS232 
Passthrough | Audio De-embed | directional PoH | USB 2.0 Extension (100m/328ft)","1","https://www.wyrestorm.com/product/ex-100-kvm-8k/",,"EX-100-KVM-8K","","HDMI 2.1 8K60Hz  HDBaseT Extender  | DSC | 8K60Hz 4:2:0 | 8K30Hz 4:4:4| 4K120Hz 4:4:4 | RS232 
Passthrough | Audio De-embed | directional PoH | USB 2.0 Extension (100m/328ft)","The remote server returned an error: (429) Too Many Requests."
"EX-100-KVM-IP","Unclassified","4K30Hz KVM Over IP Extender set | 4K30Hz 4:4:4 | 1GbE | Zero latency | USB2.0 | Multi-Channel audio (4K30: 100m/328ft)","1","https://www.wyrestorm.com/product/ex-100-kvm-ip/",,"EX-100-KVM-IP","","4K30Hz KVM Over IP Extender set | 4K30Hz 4:4:4 | 1GbE | Zero latency | USB2.0 | Multi-Channel audio (4K30: 100m/328ft)","The remote server returned an error: (429) Too Many Requests."
"EX-100-USB3","Unclassified","USB 3.2 HDBT-USB3 Extender | 5Gbps | 100m | PoH+ | 4 USB-A ports","1","https://www.wyrestorm.com/product/ex-100-usb3/",,"EX-100-USB3","","USB 3.2 HDBT-USB3 Extender | 5Gbps | 100m | PoH+ | 4 USB-A ports","The remote server returned an error: (429) Too Many Requests."
"EX3-100-EARC","Unclassified","5K60Hz HDBaseT Extender Set | 5K60Hz 4:2:0 | 4K60Hz 4:4:4 | Test Pattern | Dolby Vision and HDR | eARC | Audio De-embedding | POH | Low-bandwidth mode | RS232 | 2 Way IR Passthrough 4K 60hz 100m (Cat6a)","1","https://www.wyrestorm.com/product/ex3-100-earc/",,"EX3-100-EARC","","5K60Hz HDBaseT Extender Set | 5K60Hz 4:2:0 | 4K60Hz 4:4:4 | Test Pattern | Dolby Vision and HDR | eARC | Audio De-embedding | POH | Low-bandwidth mode | RS232 | 2 Way IR Passthrough 4K 60hz 100m (Cat6a)","The remote server returned an error: (429) Too Many Requests."
"EX-35-8K","Unclassified","HDMI 2.1 8K60Hz  HDBaseT Extender | DSC | 8K60Hz 4:2:0 | 8K30Hz 4:4:4  | 4K120Hz 4:4:4 | IR/RS232 
Passthrough | Audio De-embed |  Bi-directional PoH (35m/115ft)","1","https://www.wyrestorm.com/product/ex-35-8k/",,"EX-35-8K","","HDMI 2.1 8K60Hz  HDBaseT Extender | DSC | 8K60Hz 4:2:0 | 8K30Hz 4:4:4  | 4K120Hz 4:4:4 | IR/RS232 
Passthrough | Audio De-embed |  Bi-directional PoH (35m/115ft)","The remote server returned an error: (429) Too Many Requests."
"EX-35-H2","Unclassified","4K60Hz HDBaseT Extender Set | 4K60Hz 4:4:4 | Dolby Vision & HDR | PoH | RS232 & 2-Way IR Passthrough (4K: 35m/115ft, 1080p: 70m/230ft)","1","https://www.wyrestorm.com/product/ex-35-h2/",,"EX-35-H2","","4K60Hz HDBaseT Extender Set | 4K60Hz 4:4:4 | Dolby Vision & HDR | PoH | RS232 & 2-Way IR Passthrough (4K: 35m/115ft, 1080p: 70m/230ft)","The remote server returned an error: (429) Too Many Requests."
"EX-35-H2-ARC","Unclassified","4K60Hz HDBaseT Extender Set | 4K60Hz 4:4:4 | Dolby Vision & HDR | ARC | PoH | RS232 & 2-Way IR Passthrough (4K: 35m/115ft, 1080p: 70m/230ft)","1","https://www.wyrestorm.com/product/ex-35-h2-arc/",,"EX-35-H2-ARC","","4K60Hz HDBaseT Extender Set | 4K60Hz 4:4:4 | Dolby Vision & HDR | ARC | PoH | RS232 & 2-Way IR Passthrough (4K: 35m/115ft, 1080p: 70m/230ft)","The remote server returned an error: (429) Too Many Requests."
"EX-40-G3","Unclassified","1080p60Hz UTP Extender Set | IR Passthrough | PoC (1080p: 40m/131ft)","1","https://www.wyrestorm.com/product/ex-40-g3/",,"EX-40-G3","","1080p60Hz UTP Extender Set | IR Passthrough | PoC (1080p: 40m/131ft)","The remote server returned an error: (429) Too Many Requests."
"EX-40-H2-ARC","Unclassified","4K60Hz HDBaseT Extender Set | 4K60Hz 4:4:4 |Dolby Vision & HDR | ARC | PoH | RS232 & 2-Way IR Passthrough (4K: 40m/131ft, 1080p: 70m/230ft)","1","https://www.wyrestorm.com/product/ex-40-h2-arc/",,"EX-40-H2-ARC","","4K60Hz HDBaseT Extender Set | 4K60Hz 4:4:4 |Dolby Vision & HDR | ARC | PoH | RS232 & 2-Way IR Passthrough (4K: 40m/131ft, 1080p: 70m/230ft)","The remote server returned an error: (429) Too Many Requests."
"EX-40-KVM-5K","Unclassified","5K60Hz HDBT3.0 Extender Kit | Uncompressed video | 5K60Hz 4:2:0 | HDMI Loop out | Audio de-embedding | Analog Audio pass-through | USB 2.0 | PoH | DIP Switch, RS232 control","1","https://www.wyrestorm.com/product/ex-40-kvm-5k/",,"EX-40-KVM-5K","","5K60Hz HDBT3.0 Extender Kit | Uncompressed video | 5K60Hz 4:2:0 | HDMI Loop out | Audio de-embedding | Analog Audio pass-through | USB 2.0 | PoH | DIP Switch, RS232 control","The remote server returned an error: (429) Too Many Requests."
"EX-60-USB2","Unclassified","USB 2.0 Extender Set | 480Mbps | 60m | PoC (Tx - Rx) | 1x USB Host & 4x USB-A ports","1","https://www.wyrestorm.com/product/ex-60-usb2/",,"EX-60-USB2","","USB 2.0 Extender Set | 480Mbps | 60m | PoC (Tx - Rx) | 1x USB Host & 4x USB-A ports","The remote server returned an error: (429) Too Many Requests."
"EX-70-G2","Unclassified","4K60Hz HDBaseT Extender Set | 4K60Hz 4:2:0 | PoC | RS232 & 2-Way IR Passthrough (4K: 35m/115ft, 1080p: 70m/230ft)","1","https://www.wyrestorm.com/product/ex-70-g2/",,"EX-70-G2","","4K60Hz HDBaseT Extender Set | 4K60Hz 4:2:0 | PoC | RS232 & 2-Way IR Passthrough (4K: 35m/115ft, 1080p: 70m/230ft)","The remote server returned an error: (429) Too Many Requests."
"EX-70-H2","Unclassified","4K60Hz HDBaseT Extender Set | 4K60Hz 4:4:4 | Dolby Vision & HDR | PoH | RS232 & 2-Way IR Passthrough (4K: 70m/230ft, 1080p: 100m/328ft)","1","https://www.wyrestorm.com/product/ex-70-h2/",,"EX-70-H2","","4K60Hz HDBaseT Extender Set | 4K60Hz 4:4:4 | Dolby Vision & HDR | PoH | RS232 & 2-Way IR Passthrough (4K: 70m/230ft, 1080p: 100m/328ft)","The remote server returned an error: (429) Too Many Requests."
"EX-70-H2C","Unclassified","HDMI 2.0 4K60Hz HDMI Extender | DSC | 4K60Hz 4:4:4 | HDMI Loop out | IR Passthrough | EDID Management | Bi-Directional PoC | ARC  | 230ft/70m (Cat6/6a)","1","https://www.wyrestorm.com/product/ex-70-h2c/",,"EX-70-H2C","","HDMI 2.0 4K60Hz HDMI Extender | DSC | 4K60Hz 4:4:4 | HDMI Loop out | IR Passthrough | EDID Management | Bi-Directional PoC | ARC  | 230ft/70m (Cat6/6a)","The remote server returned an error: (429) Too Many Requests."
"EX-80-KVM","Unclassified","1080p60Hz UTP Extender | USB 2.0 | PoC","1","https://www.wyrestorm.com/product/ex-80-kvm/",,"EX-80-KVM","","1080p60Hz UTP Extender | USB 2.0 | PoC","The remote server returned an error: (429) Too Many Requests."
"EXA-100-EARC","Unclassified","HDMI 2.0 Audio Only Extender  | eARC | ARC | Dolby Atmos | RS232 Passthrough l IR Passthrough | CEC Passthrough  | 100m/328ft","1","https://www.wyrestorm.com/product/exa-100-earc/",,"EXA-100-EARC","","HDMI 2.0 Audio Only Extender  | eARC | ARC | Dolby Atmos | RS232 Passthrough l IR Passthrough | CEC Passthrough  | 100m/328ft","The remote server returned an error: (429) Too Many Requests."
"EXF-10KM-5K","Unclassified","HDMI 2.0 5K HDMI extender | Fiber | 5K60Hz 4:2:0 | 4K60Hz 4:4:4 | 10KM/6.2 Miles","1","https://www.wyrestorm.com/product/exf-10km-5k/",,"EXF-10KM-5K","","HDMI 2.0 5K HDMI extender | Fiber | 5K60Hz 4:2:0 | 4K60Hz 4:4:4 | 10KM/6.2 Miles","The remote server returned an error: (429) Too Many Requests."
"EXF-300-H2","Unclassified","4K60Hz Multi-Mode Fiber Extender Set | 4K60Hz 4:4:4 | Dolby Vision & HDR | IR or RS-232 Passthrough (4K: 300m/984ft)","1","https://www.wyrestorm.com/product/exf-300-h2/",,"EXF-300-H2","","4K60Hz Multi-Mode Fiber Extender Set | 4K60Hz 4:4:4 | Dolby Vision & HDR | IR or RS-232 Passthrough (4K: 300m/984ft)","The remote server returned an error: (429) Too Many Requests."
"EXP-4KUHD-0.5","Control / Expansion","0.5m/1.5ft HDMI 2.0 Cable | 18Gbps | 5K60Hz | 4K60Hz | Dolby Vision & HDR | ARC,CEC, ALLM, VRR, | CL3 & VW-1 Rated","1","https://www.wyrestorm.com/product/exp-4kuhd-0.5/",,"EXP-4KUHD-0.5","","0.5m/1.5ft HDMI 2.0 Cable | 18Gbps | 5K60Hz | 4K60Hz | Dolby Vision & HDR | ARC,CEC, ALLM, VRR, | CL3 & VW-1 Rated","The remote server returned an error: (429) Too Many Requests."
