"FileName","Path","Directory","Kind","LineCount","NormalizedHash"
"NeedsAssessmentStep.tsx","src\components\guidedWizard\steps\NeedsAssessmentStep.tsx","src\components\guidedWizard\steps","RealImplementation","138","917847376c23389161618cfbcf8b2e938d2f565b19643702b39c3f00abb8b0b0"
"ProjectContextStep.tsx","src\components\guidedWizard\steps\ProjectContextStep.tsx","src\components\guidedWizard\steps","RealImplementation","211","9d9b23ad9ff4104820f3663953ebe3b26b4dcb52e9abb9e8e2e28994bec8a3b2"
"RoomTypeStep.tsx","src\components\guidedWizard\steps\RoomTypeStep.tsx","src\components\guidedWizard\steps","RealImplementation","11","ae717daf6d4e47c1d4a48e4307121234dc371d919d30a384bfcb7f2c06918cf5"
"TierSelectionStep.tsx","src\components\guidedWizard\steps\TierSelectionStep.tsx","src\components\guidedWizard\steps","RealImplementation","71","3e9c645df8c612ee3ff9a7e6633d5038dcb3355e8ab0712e2f5a03fc5b0f9476"
"AppIcons.tsx","src\components\icons\AppIcons.tsx","src\components\icons","RealImplementation","121","d28c15f752741ddcc16f5bf0a65e53b599218c05aa1f942cacb31abb9f952197"
"UIIcons.tsx","src\components\icons\UIIcons.tsx","src\components\icons","RealImplementation","89","06e0132005b15e507738c489dedb3bec51ff3ff5afcffd72751b51b73ba8b3b3"
"AssignedInputs.tsx","src\components\io\AssignedInputs.tsx","src\components\io","RealImplementation","45","9cca50b0d2cbe25456797ba731db57f75b764fde4997951b9af03f7504fb4395"
"DeviceAttributeSelector.tsx","src\components\io\DeviceAttributeSelector.tsx","src\components\io","RealImplementation","25","21b967edd4ebd76721e873c1b0858136611d56ebdc0786c175446815e8b15cd5"
"InputsPanel.tsx","src\components\io\InputsPanel.tsx","src\components\io","RealImplementation","21","3d37fb46dcbf90f11aa943f5929dcc842cbaa14a201de5be269977300559255a"
"io-icons.tsx","src\components\io\io-icons.tsx","src\components\io","RealImplementation","65","be2c2079e5c86df4fa4a29e256c296f1a5ff64005fbd1d681ea6ee66c01c59f6"
"IoColumnPanel.tsx","src\components\io\IoColumnPanel.tsx","src\components\io","RealImplementation","38","e06c1148226d26644f1e210f65815bb71733a0f7f68307be9bb986376a493fa0"
"IOConfigurationPanel.tsx","src\components\io\IOConfigurationPanel.tsx","src\components\io","RealImplementation","49","41d1f2bcac9b6ab55b003c19de70b540f58b3434be774e30f58ee141483b3c5a"
"IoDeviceCard.tsx","src\components\io\IoDeviceCard.tsx","src\components\io","RealImplementation","57","61ad52f91e9ef0cc46d68c3680775d6db7c08c7411b1d105f24e14bce5627724"
"IOWizardModal.tsx","src\components\io\IOWizardModal.tsx","src\components\io","RealImplementation","75","4398b286d70629fcb9c966039cdcd789955986e1ff8c22f950f14625c5e03665"
"OutputsPanel.tsx","src\components\io\OutputsPanel.tsx","src\components\io","RealImplementation","21","61a22fe3c79cb2113bbb57cdb57eccb903856544c8ed035a9aa17d5b47741fe6"
"MobileNavMenu.tsx","src\components\layout\MobileNavMenu.tsx","src\components\layout","WrapperOrReExport","2","529944b3ec9464fef430c242acc2ddfae38bc3ada79485c1ccf90118557c76c5"
"NavDropdown.tsx","src\components\layout\NavDropdown.tsx","src\components\layout","WrapperOrReExport","2","3a6fde54650d5fea96573dacc505e1fc7c2daddf4ecc18a58b8fe2782eb25661"
"PageShell.tsx","src\components\layout\PageShell.tsx","src\components\layout","WrapperOrReExport","2","e9ef6a5791c1aebbafd41a4ee92bf3d9912473cdb48d10919213ea977477c8c9"
"ContextualLoadingUI.tsx","src\components\loading\ContextualLoadingUI.tsx","src\components\loading","RealImplementation","47","10e518bbf7359a99958bd5c47faa2e9bc8fe943145121bf48bf0ec85eb442ad0"
"PlannerCanvas.tsx","src\components\planner\PlannerCanvas.tsx","src\components\planner","Other","1","dab1872173eb598c48a1fcee6a54efeba83d471d7fb63848e659d68aace3628c"
"ConfiguredRoomCard.tsx","src\components\projectSetup\ConfiguredRoomCard.tsx","src\components\projectSetup","RealImplementation","26","40af4c91f34591bfaafec39aaec343cba56a66531bb2f4b9caf8494cf40bcddc"
"ProjectDetailsForm.tsx","src\components\projectSetup\ProjectDetailsForm.tsx","src\components\projectSetup","RealImplementation","49","22240d42b36fe35ffff6b176b4a0f4f6fdc6c9cd9c93c6e99a5ee21cbc661ff4"
"EditableSection.tsx","src\components\proposal\EditableSection.tsx","src\components\proposal","RealImplementation","42","86d11237f508e6bf1b2bf12e63fede73a797c19f002d862ce68d4c58e02c3470"
"EquipmentTable.tsx","src\components\proposal\EquipmentTable.tsx","src\components\proposal","RealImplementation","27","9ff16682d236f3e3788f4eeafa015dea1cce3934fdbfb770d5cc3dc3be4dac45"
"ProposalHeader.tsx","src\components\proposal\ProposalHeader.tsx","src\components\proposal","RealImplementation","23","49fca914f232924a96740b6c4737bdcd09d051b5a101bdf08bce54a8c61674ed"
"ProposalSection.tsx","src\components\proposal\ProposalSection.tsx","src\components\proposal","RealImplementation","14","e2c9dfd1d3995aa43088da72989399652e2090525e65c9d0099b81259d805c61"
"TranslateProposalModal.tsx","src\components\proposal\TranslateProposalModal.tsx","src\components\proposal","RealImplementation","40","7bb358aaef80739d1b2c38f0bfc216abefcf9603fec3295634dca633d9f03b52"
"ChatInputForm.tsx","src\components\quickQuestion\ChatInputForm.tsx","src\components\quickQuestion","RealImplementation","38","6a56e460ec063e77b2e83cd91e775eee55b6dd7a79cb8e5065985ba87b4d4305"
"ChatMessage.tsx","src\components\quickQuestion\ChatMessage.tsx","src\components\quickQuestion","RealImplementation","24","73c3f56a1a35bf64fd1ef42dfa9bc5db61764965817cadca3b8a5bf70bd829b0"
"PresetQuestions.tsx","src\components\quickQuestion\PresetQuestions.tsx","src\components\quickQuestion","RealImplementation","28","7af78bf646b87a66a3842f05d1ac4d0623149e3ad7a8450a2fc78a9c835e8239"
"QuickQuestionResult.tsx","src\components\quickQuestion\QuickQuestionResult.tsx","src\components\quickQuestion","RealImplementation","39","d25a31afe30e638ce749154cd3395e6a7e11eec821389960af192f7aaae04319"
"TypingIndicator.tsx","src\components\quickQuestion\TypingIndicator.tsx","src\components\quickQuestion","RealImplementation","16","818cd0a0f1cfc80dde86356d15ef8a4b7afa1f618b6d4ea2f1d3f979367e6568"
"DesignTierSelector.tsx","src\components\roomWizard\basicInfo\DesignTierSelector.tsx","src\components\roomWizard\basicInfo","RealImplementation","45","e6273441f2089471dedfa4c3282703426cc0e5a1f0e2b714b2c2c154cd023559"
"IOSection.tsx","src\components\roomWizard\basicInfo\IOSection.tsx","src\components\roomWizard\basicInfo","RealImplementation","60","acd1b31c4c4673c74ac472e7f282a198461f903adee6063c42688a345348c27c"
"RoomDetailsInputs.tsx","src\components\roomWizard\basicInfo\RoomDetailsInputs.tsx","src\components\roomWizard\basicInfo","RealImplementation","37","e4ae0bb2b7c521ea4215096ad3b0cf83d4d0505f51499657ae33f75016826907"
"RoomSpecsInputs.tsx","src\components\roomWizard\basicInfo\RoomSpecsInputs.tsx","src\components\roomWizard\basicInfo","RealImplementation","85","298c4511c3ca6d9fb38ec73cd1a7ec166ced23620de49678d0449e8f3c48a58b"
"WizardToggleOption.tsx","src\components\roomWizard\common\WizardToggleOption.tsx","src\components\roomWizard\common","RealImplementation","24","b17f03c5879b045bbe2fd563d5e66bcb87bd5c42b9629aad247712b3870b4a1d"
"BasicInfoInputs.tsx","src\components\roomWizard\ioConfig\BasicInfoInputs.tsx","src\components\roomWizard\ioConfig","RealImplementation","61","7920b4ea64be80ba6c6cadc6fd8019d14ff58915e1832ea5608590445d5b64a0"
"ConnectivityInputs.tsx","src\components\roomWizard\ioConfig\ConnectivityInputs.tsx","src\components\roomWizard\ioConfig","RealImplementation","85","80ee1f64b57b100a68856c06583134e558b262d4de24f1c26600a1618c42e2d4"
"ControlInputs.tsx","src\components\roomWizard\ioConfig\ControlInputs.tsx","src\components\roomWizard\ioConfig","RealImplementation","48","d0724f165a27c62c654d90ab2d8fdd4ffaf1311995989bdbcacabdb2891d17cf"
"OutputSpecifics.tsx","src\components\roomWizard\ioConfig\OutputSpecifics.tsx","src\components\roomWizard\ioConfig","RealImplementation","47","e3324c9e57198dbbd1f7fd58a45e2af0b6f508581eaa6fa3f5aa91f24af58d8d"
"DisplayConfig.tsx","src\components\roomWizard\outputs\DisplayConfig.tsx","src\components\roomWizard\outputs","RealImplementation","85","00474065a34e4e705903c03c75176a3c89d30a46b9ba0522176f546e59b84323"
"DisplayTypeCard.tsx","src\components\roomWizard\outputs\DisplayTypeCard.tsx","src\components\roomWizard\outputs","RealImplementation","28","46fec1b85cbcfda455a4ebdaad3eb86e3b5987a0ad0acf4d835013b9ee25d830"
"OutputConfigCard.tsx","src\components\roomWizard\outputs\OutputConfigCard.tsx","src\components\roomWizard\outputs","Other","1","dab1872173eb598c48a1fcee6a54efeba83d471d7fb63848e659d68aace3628c"
"VideoWallConfigurator.tsx","src\components\roomWizard\outputs\VideoWallConfigurator.tsx","src\components\roomWizard\outputs","RealImplementation","365","0545fcd94ec7bf5b6007aa22354b284943d167399677abe8ae0ea11fe31fc2b7"
"StepSummary.tsx","src\components\roomWizard\videoWall\StepSummary.tsx","src\components\roomWizard\videoWall","Other","1","dab1872173eb598c48a1fcee6a54efeba83d471d7fb63848e659d68aace3628c"
"StepTechnology.tsx","src\components\roomWizard\videoWall\StepTechnology.tsx","src\components\roomWizard\videoWall","Other","1","dab1872173eb598c48a1fcee6a54efeba83d471d7fb63848e659d68aace3628c"
"FeatureCard.tsx","src\components\roomWizard\FeatureCard.tsx","src\components\roomWizard","RealImplementation","55","e167c5348eb1380c9d5ad74732ebaddc269b2fd4cc2ef5b1b59d761854af21f7"
"IOPointConfigModal.tsx","src\components\roomWizard\IOPointConfigModal.tsx","src\components\roomWizard","RealImplementation","82","9b13068de11e3107047a771f6ed5a666ee185a8f74050c69f2d3d202d8a7ee90"
"IOPointEditor.tsx","src\components\roomWizard\IOPointEditor.tsx","src\components\roomWizard","RealImplementation","51","4b9edda4f2c4dd591f1416061107a9975c8836201bdde5637a7f194a267d9229"
"StepAudio.tsx","src\components\roomWizard\StepAudio.tsx","src\components\roomWizard","RealImplementation","87","2cdedd5e3f5a27958794ec371799ac2902452a945e993bc404fa8f8aacbd7e8e"
"StepAVoIPNetwork.tsx","src\components\roomWizard\StepAVoIPNetwork.tsx","src\components\roomWizard","RealImplementation","95","c1c11bf43e9ab6704743584e78f4db14b0cad63fd5aef71af64cfe42b7f13db5"
"StepBasicInfo.tsx","src\components\roomWizard\StepBasicInfo.tsx","src\components\roomWizard","RealImplementation","18","797ae53a3f21779bce785c57955375bfbf3c1f2cf268f92a047c864d4538a569"
"StepBudget.tsx","src\components\roomWizard\StepBudget.tsx","src\components\roomWizard","RealImplementation","16","cb7e3199a1babaef524cc85240fc6a60a3bacca8316d16e387a5a0acbc4aa35b"
"StepDisplay.tsx","src\components\roomWizard\StepDisplay.tsx","src\components\roomWizard","Other","1","dab1872173eb598c48a1fcee6a54efeba83d471d7fb63848e659d68aace3628c"
"StepEnvironment.tsx","src\components\roomWizard\StepEnvironment.tsx","src\components\roomWizard","RealImplementation","77","0071a18069b9315b618701362bca27fa5c0dbb65dd19085c0a0da839abc66be4"
"StepFeatures.tsx","src\components\roomWizard\StepFeatures.tsx","src\components\roomWizard","RealImplementation","62","7d43ff766b5bd931708a2b52703fadf2396f74815d315f0c0cc73b283d3b5a13"
"StepInputs.tsx","src\components\roomWizard\StepInputs.tsx","src\components\roomWizard","RealImplementation","93","1612f304a31b914567b26dfb6408d9e3fa382ba4c705de5cbf64861b16c266ee"
"StepMultiMonitor.tsx","src\components\roomWizard\StepMultiMonitor.tsx","src\components\roomWizard","Other","1","dab1872173eb598c48a1fcee6a54efeba83d471d7fb63848e659d68aace3628c"
"StepOutputs.tsx","src\components\roomWizard\StepOutputs.tsx","src\components\roomWizard","RealImplementation","48","80cb6660e12b613572084122e11aae986eda59eacc29f424cbbb60fcd3b81c5c"
"StepSources.tsx","src\components\roomWizard\StepSources.tsx","src\components\roomWizard","Other","1","dab1872173eb598c48a1fcee6a54efeba83d471d7fb63848e659d68aace3628c"
"StepTechnical.tsx","src\components\roomWizard\StepTechnical.tsx","src\components\roomWizard","RealImplementation","63","9eab7c4c09de13973e7327c303092b65f7ab47ccdabfbf1314cd82f1c8836839"
"VideoWallWizardModal.tsx","src\components\roomWizard\VideoWallWizardModal.tsx","src\components\roomWizard","Other","1","dab1872173eb598c48a1fcee6a54efeba83d471d7fb63848e659d68aace3628c"
"WizardNavigation.tsx","src\components\roomWizard\WizardNavigation.tsx","src\components\roomWizard","RealImplementation","49","b01eff1d6936ee7c4a349bb715d242c7d524da245c2bfdfbd0f27f8488b094e3"
"DefaultThemeBrowser.tsx","src\components\templateBrowser\DefaultThemeBrowser.tsx","src\components\templateBrowser","Other","1","dab1872173eb598c48a1fcee6a54efeba83d471d7fb63848e659d68aace3628c"
"TemplateDetailPanel.tsx","src\components\templateBrowser\TemplateDetailPanel.tsx","src\components\templateBrowser","RealImplementation","57","5e6a95b3a298b31f675be666a660d210e6f0698be05c825be58718a5241d029a"
"RecentRouteTracker.tsx","src\components\tools\RecentRouteTracker.tsx","src\components\tools","RealImplementation","13","bb5ba21fcc1062646918f9b3183a357763f413ff35a440c944112ac048a012e4"
"recentTools.ts","src\components\tools\recentTools.ts","src\components\tools","RealImplementation","68","23eb521ba333ba3e688baf0b9dcad5126de853689ff333e2b94dc521526ab01b"
"ToolGrid.tsx","src\components\tools\ToolGrid.tsx","src\components\tools","RealImplementation","16","2ee1a80f2ab6aeeb4d8fd7a190343675ae80c6fbcc265a9508b67b56aacc9a0b"
"Certificate.tsx","src\components\training\Certificate.tsx","src\components\training","RealImplementation","35","d1e0a29c9df3118861d7cecae80f6c120bba40326a9dbfdb07fcd1f78bf1d42d"
"QuizResultsView.tsx","src\components\training\QuizResultsView.tsx","src\components\training","RealImplementation","34","0cde343d5d4bea5ae07b1542ada35a51998b9495ff98cd0ae8742dfafdc922f9"
"QuizView.tsx","src\components\training\QuizView.tsx","src\components\training","RealImplementation","65","1bfd0904ea806b8a893fc91a85f80344ab333a51b67dac94984c013ebd2d46d7"
"TrainingModuleView.tsx","src\components\training\TrainingModuleView.tsx","src\components\training","RealImplementation","53","ab4fc64a8ba013ad14c5039dce07a0557a89878f6a77f2391295738306efef03"
"ToggleSwitch.tsx","src\components\ui\ToggleSwitch.tsx","src\components\ui","RealImplementation","22","30f405bde9edc6fd58b4e2415fd9a0f4a1d65dbc9dea253e2aa5b075766434d5"
"ActionButton.tsx","src\components\welcome\ActionButton.tsx","src\components\welcome","RealImplementation","23","1786b3cdddd4b3a895d9cad220876364c677f06d2e27585d885479a3b910753c"
"ActionButtons.tsx","src\components\welcome\ActionButtons.tsx","src\components\welcome","RealImplementation","21","57e427e2d04228dd30bcf9c782ed5ef588370927e4d42db746dab520401cd4d8"
"DefaultWelcome.tsx","src\components\welcome\DefaultWelcome.tsx","src\components\welcome","RealImplementation","6","5cb7f0ffb25da82d93eefc08cc59ddd60853d71e2821231927e764aba7703d83"
"RecentProjectCard.tsx","src\components\welcome\RecentProjectCard.tsx","src\components\welcome","RealImplementation","43","f41aa77c0dc75a12fc335cbfd0e54e0d31599efad2284f6b029b13201429ea4b"
