manufacturer,model,product_name,family,product_class,subcategory,role,approval_status,source_tier,transport_type,input_count,output_count,max_resolution,chroma,technology,topology,directionality,inputs_json,outputs_json,control_json,audio_json,features_json,specs_json,summary,known_limitations,closest_wyrestorm_architecture,closest_wyrestorm_sku_or_family,confidence,evidence_source,last_reviewed,reviewer,notes,aliases_json,routed_input_count,routed_output_count,physical_output_count,mirrored_output_count,io_evidence_status,matrix_size_evidence,quote_safety,network_requirement,avoip_chip,avoip_codec,avoip_chip_status
Kramer,VP-440X,VP-440X,,PRESENTATION,,presentation switcher,review,curated-fingerprint,,5,2,4K60 4:4:4 (HDMI) / 4K60 4:2:0 (HDBaseT),,PRESENTATION,,,"[{""type"": ""HDMI"", ""count"": 4}, {""type"": ""VGA"", ""count"": 1}, {""type"": ""Stereo Analog Audio (3.5mm)"", ""count"": 5}, {""type"": ""Microphone (6.3mm)"", ""count"": 1}]","[{""type"": ""HDMI"", ""count"": 1}, {""type"": ""HDBaseT"", ""count"": 1}, {""type"": ""Stereo Analog Audio (3.5mm)"", ""count"": 1}]","[""RS-232"", ""Web UI"", ""CEC"", ""Relay""]","[""Analog Audio"", ""Embedded Audio""]","[""18G 4K HDR presentation switcher/scaler"", ""HDBaseT extension up to 40m at 4K60 4:2:0 (70m at 1080p60)"", ""HDCP 1.4/2.2, HDR10 support"", ""CEC display power control"", ""Audio DSP (EQ, mixing, delay, mic talk-over/ducking)"", ""Bidirectional RS-232 extension"", ""EDID pass-through""]","{""video"": {""maxResolution"": ""4K60 4:4:4"", ""hdmiOutputMax"": ""4K@60Hz 4:4:4"", ""hdbtOutputMax"": ""4K@60Hz 4:2:0"", ""hdcp"": [""1.4"", ""2.2""], ""hdr"": true}, ""hdbaset"": {""compliance"": ""HDBaseT 1.0"", ""maxRangeM4k60"": 40, ""maxRangeM1080p60"": 70}, ""power"": {""dc"": ""5V"", ""consumptionW"": ""18-19""}}","Kramer VP-440X is an 18G 4K presentation switcher/scaler with 4 HDMI and 1 VGA input, scaling up to 4K@60Hz 4:4:4 with simultaneous HDMI and HDBaseT (4:2:0, up to 40m) outputs, HDCP 1.4/2.2, HDR10, and analog/mic audio embedding with DSP.",,Presentation scaler/switcher,SW-510-TX,medium,https://www1.kramerav.com/product/vp-440x,2026-07-12,Claude research pass,,"[""vp440x"",""vp440""]",,,,,,,,,,,
Kramer,VP-551X,VP-551X,,Switcher,Presentation Switcher/Scaler,presentation switcher,review,sku-seed,Local,10,2,4K60 4:4:4 (HDMI) / 4K60 4:2:0 (HDBaseT),,PRESENTATION,presentation switcher,many-to-one,"[{""type"": ""HDMI"", ""count"": 8}, {""type"": ""VGA"", ""count"": 1}, {""type"": ""Composite"", ""count"": 1}, {""type"": ""Mic (phantom power)"", ""count"": 2}]","[{""type"": ""HDMI"", ""count"": 1}, {""type"": ""HDBaseT"", ""count"": 1}]","[""RS-232"", ""IR"", ""Ethernet/Web UI"", ""Front panel"", ""OSD""]","[""Balanced Stereo Out"", ""S/PDIF"", ""Speaker outputs"", ""Dolby TrueHD"", ""DTS-HD Master""]","[""10-input presentation switcher/scaler"", ""18G HDMI bandwidth"", ""HDCP 2.2"", ""HDR10, xvYCC, CEC"", ""1U rack enclosure"", ""2x mic inputs with 48V phantom power""]","{""video"": {""maxResolution"": ""4K60 4:4:4"", ""hdmi"": ""2.0"", ""bandwidthGbps"": 18, ""hdr"": true}, ""matrixInputs"": 10, ""matrixOutputs"": 2}","Kramer VP-551X 10-input 18G presentation switcher/scaler with simultaneous HDMI and HDBaseT outputs, HDCP 2.2/HDR10, and dual mic inputs with phantom power in a 1U enclosure.",,Multi-input presentation switcher/scaler with mic input,SW-510-TX,high,https://www1.kramerav.com/product/vp-551x,2026-07-05,Claude research pass,"Verified via Kramer official VP-551X page: 10-in (8 HDMI/1 VGA/1 CV), simultaneous HDMI+HDBaseT out, 18G/HDCP2.2/HDR10, 2 mic inputs w/ 48V phantom.",[],,,,,,,,,,,
Kramer,VP-554X,VP-554X,,Switcher,Presentation Router/Scaler,presentation switcher,review,sku-seed,Local / HDBaseT,11,4,4K60 4:4:4 (HDMI) / 4K60 4:2:0 (HDBaseT),,PRESENTATION,presentation router,many-to-many,"[{""type"": ""HDMI"", ""count"": 6}, {""type"": ""HDBaseT"", ""count"": 4}, {""type"": ""VGA"", ""count"": 1}]","[{""type"": ""HDMI"", ""count"": 4}, {""type"": ""HDBaseT"", ""count"": 4}]","[""RS-232"", ""IR"", ""Ethernet (built-in switch)"", ""RS-232/IR tunneling over HDBT""]","[""Embedded Audio"", ""Balanced Analog Stereo"", ""Mic (x2)"", ""Built-in 2x20W amplifier""]","[""11x4:2 presentation boardroom router/scaler"", ""Pix-Perfect Scaling"", ""Each output mirrored on HDMI + HDBaseT"", ""Built-in 2x20W stereo amplifier"", ""Built-in Ethernet switch""]","{""video"": {""maxResolution"": ""4K60 4:4:4"", ""hdmiMax"": ""4K60 4:4:4"", ""hdbtMax"": ""4K60 4:2:0"", ""vgaMax"": ""1080p60""}, ""matrixInputs"": 11, ""matrixOutputs"": 4, ""routedOutputCount"": 4, ""mirroredOutputCount"": 4, ""audio"": {""ampWatts"": ""2x20""}}","Kramer VP-554X 11x4:2 presentation boardroom router/scaler with HDMI+HDBaseT mirrored outputs, Pix-Perfect scaling, built-in 2x20W amplifier, and integrated Ethernet switch.",,Multi-input presentation router/scaler with HDBaseT outputs,MX-1007-HYB (hybrid matrix),high,https://www1.kramerav.com/us/Product/VP-554X,2026-07-05,Claude research pass,"Verified via Kramer official VP-554X page: 11x4:2 router/scaler, mirrored HDMI+HDBaseT outputs, Pix-Perfect scaling, built-in 2x20W amp.",[],,,,,,,,,,,
Kramer,VS-44H2A,VS-44H2A,,MATRIX,,Matrix,review,curated-fingerprint,,4,4,4K60 4:4:4,,MATRIX,,,"[{""type"": ""HDMI"", ""count"": 4}]","[{""type"": ""HDMI"", ""count"": 4}, {""type"": ""S/PDIF"", ""count"": 4}, {""type"": ""Balanced Stereo Audio"", ""count"": 4}]","[""RS-232"", ""TCP/IP"", ""Web UI"", ""API"", ""IR""]","[""De-Embedded Audio"", ""S/PDIF"", ""Balanced Stereo Audio"", ""Dolby TrueHD"", ""DTS-HD Master Audio""]","[""4x4 HDMI matrix switching"", ""Analog and digital audio de-embedding (S/PDIF + balanced stereo)"", ""Kramer Equalization & reKlocking Technology"", ""Individual EDID management per input"", ""Selectable HDCP per input"", ""Step-In collaboration support"", ""4 preset configuration recall"", ""HDR10, xvYCC, 3D support""]","{""video"": {""maxResolution"": ""4K60 4:4:4"", ""maxDataRateGbps"": 18, ""hdcp"": [""1.4"", ""2.2""], ""hdmiVersion"": ""2.0"", ""hdr"": true}, ""matrixInputs"": 4, ""matrixOutputs"": 4}","Kramer VS-44H2A is a 4x4 18G 4K@60Hz 4:4:4 HDR HDMI matrix switcher with HDCP 2.2/1.4 compliance, per-output balanced/S-PDIF audio de-embedding, individual EDID management, and Kramer Step-In collaboration support.",,4x4 HDMI matrix switcher,MX-0404-HDMI,medium,https://www1.kramerav.com/us/product/vs-44h2a,2026-07-12,Claude research pass,,"[""vs44h2a""]",,,,,,,,,,,
Kramer,VS-88H2A,VS-88H2A 8x8 Matrix Switcher,VS,Matrix,Matrix switcher,Matrix,approved,curated-fingerprint,Local,8,8,4K60,,MATRIX,matrix chassis,many-to-many,"[{""type"":""HDMI"",""count"":8}]","[{""type"":""Balanced Stereo"",""count"":8},{""type"":""HDMI"",""count"":8},{""type"":""S/PDIF"",""count"":8}]","[""TCP/IP"",""RS-232"",""USB"",""Web UI""]","[""Embedded Audio"",""De-Embedded Audio"",""S/PDIF"",""Balanced Stereo""]","[""Matrix switching"",""Multi-source routing"",""Fixed AV infrastructure"",""Matrix"",""Matrix switcher"",""Independent audio routes"",""EDID management"",""Kramer Aware"",""Web pages"",""HDCP 2.2"",""HDR"",""Local HDMI routing"",""Audio breakaway""]","{""video"":{""maxResolution"":""4K60"",""hdmi"":""2.0"",""bandwidthGbps"":18,""hdr"":true},""matrixInputs"":8,""matrixOutputs"":8,""routedInputCount"":8,""routedOutputCount"":8}","8x8 4K HDR HDMI matrix switcher with independent audio routes, EDID handling, web pages, and Kramer Aware cloud support.",,Matrix,Matrix switcher direction,high,https://www1.kramerav.com/us/product/vs-88h2a,2026-06-28,Wingman curated fingerprint migration,competitor-compare.seed.json#15 merged into deployed competitor catalog. | Official Kramer VS-88H2A page. | competitor-compare.seed.json#6 merged into deployed competitor catalog. | data/product-intelligence-db.json#38 merged into deployed competitor catalog. | data/product-intelligence-db.json#47 merged into deployed competitor catalog. | data/product-intelligence-db.json#72 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Kramer VS products are local HDMI matrix switchers for fixed I/O routing. | Compare VS products against plain matrices rather than collaboration or transport systems. | Official competitor family guidance applied during canonical sync. | data/product-intelligence-db.json#70 merged into deployed competitor catalog. | Closest Wingman recommendation is a WyreStorm matrix workflow matched to I/O count and feature level. | Check exact I/O count | Confirm audio de-embedding needs | Review EDID / scaling expectations,"[""vs88h2a""]",8,8,,,derived,Title evidence: 8x8 Matrix,comparison-only-verify,,,,
Kramer,VM-4H2,VM-4H2 1:4 4K HDR HDMI Distribution Amplifier,VM,Distribution,HDMI Distribution Amplifier,distribution-amplifier,approved,structured-catalog,Local,1,4,4K60 4:4:4,,Distribution,splitter,one-to-many,"[{""type"": ""HDMI"", ""count"": 1}]","[{""type"": ""HDMI"", ""count"": 4}]","[""RS-232"", ""Intelligent EDID handling""]","[""7.1 PCM"", ""Dolby TrueHD"", ""DTS-HD passthrough""]","[""1:4 HDMI distribution amplifier"", ""4K@60Hz 4:4:4, HDMI 2.0 (17.82 Gbps)"", ""HDR, HDCP 2.2 compliant"", ""Intelligent EDID handling with lock/default/RGB-force options"", ""CEC on output 1""]","{""video"": {""maxResolution"": ""4K60 4:4:4"", ""hdmiVersion"": ""2.0"", ""bandwidthGbps"": 17.82, ""hdr"": true, ""hdcp"": ""2.2""}, ""matrixInputs"": 1, ""matrixOutputs"": 4, ""routedInputCount"": 1, ""routedOutputCount"": 4, ""physicalOutputCount"": 4, ""mirroredOutputCount"": 4}","Kramer VM-4H2: 1:4 HDMI distribution amplifier supporting 4K@60Hz 4:4:4 with HDR, HDCP 2.2, and intelligent EDID handling for reliable one-to-many display distribution.","Fixed one-to-many distribution only; not a switcher (single HDMI input, mirrored to all 4 outputs).",1:4 HDMI distribution amplifier,EXP-SP-0104-H2 / SP-0104-H2,high,https://www1.kramerav.com/product/vm-4h2,2026-07-06,Claude research pass,Added during competitor SKU-coverage expansion (distribution amplifier category). Verified via Kramer official product page and reseller spec listings.,[],1,4,4,4,derived,Title evidence: 1:4 HDMI Distribution Amplifier,comparison-only-verify,,,,
Kramer,VS-1616DN,VS-1616DN 2x2 to 16x16 Modular 4K60 4:2:0 Digital Matrix Switcher,VS-1616,Matrix,Modular Digital Matrix Switcher,matrix switcher,review,structured-catalog,Local,16,16,4K60 4:2:0,,Matrix,matrix,many-to-many,"[{""type"": ""HDMI/DVI/VGA (modular card-based)"", ""count"": 16}]","[{""type"": ""HDMI/DVI (modular card-based)"", ""count"": 16}]","[""RS-232"", ""TCP/IP"", ""Front panel""]","[""Embedded Audio"", ""Balanced stereo audio breakaway (card-dependent)""]","[""Modular frame scalable from 2x2 up to 16x16"", ""4K60 4:2:0 multi-format digital matrix switching"", ""Card-based I/O (HDMI, DVI, VGA input/output cards)"", ""Rack-mountable frame with hot-swappable cards""]","{""video"": {""maxResolution"": ""4K60 4:2:0""}, ""matrixInputs"": 16, ""matrixOutputs"": 16, ""routedInputCount"": 16, ""routedOutputCount"": 16, ""physicalOutputCount"": 16, ""mirroredOutputCount"": 0}","Kramer VS-1616DN: modular, card-based digital matrix switcher scalable from 2x2 up to a full 16x16 configuration, supporting 4K60 4:2:0 multi-format video routing with hot-swappable HDMI/DVI/VGA I/O cards.",4K60 4:2:0 only (not full 4:4:4 chroma); actual I/O count and format depend on which modular cards are installed.,Large-scale modular matrix switcher,MX-1616-SCL (16x16 seamless scaling matrix),medium,https://www.markertek.com/Attachments/Specifications/Kramer/28-70000410-Specifications.pdf,2026-07-06,Claude research pass,Added during competitor SKU-coverage expansion (matrix switcher category). Confidence set to medium because exact I/O card configuration varies by order; core frame specs verified via reseller-hosted manufacturer spec sheet.,"[""VS-1616D""]",16,16,16,,derived,Title evidence: 2x2 to 16x16 Modular Matrix Switcher,comparison-only-verify,,,,
Kramer,VS-42H2,VS-42H2 4x2 4K HDR HDMI Matrix Switcher,VS,Matrix,HDMI matrix,matrix switcher,review,official-manufacturer,Local,4,2,4K60 4:4:4,4:4:4,MATRIX,matrix,many-to-many,"[{""type"":""HDMI"",""count"":4}]","[{""type"":""HDMI"",""count"":2}]","[""Ethernet"",""RS-232""]","[""HDMI embedded audio""]","[""4x2 independent routing"",""HDR"",""HDCP 2.2""]","{""matrixInputs"":4,""matrixOutputs"":2}",Kramer VS-42H2 is a routed 4x2 HDMI matrix for 4K60 4:4:4 HDR signals.,Fixed local HDMI matrix; no extension receivers included.,4x2 HDMI matrix,MX-0404-H2A (larger output count),high,https://www1.kramerav.com/products/switchers_routers/hdmi-matrices,2026-08-13,Codex official-source expansion,Official Kramer HDMI matrices catalogue.,[],4,2,2,0,official,Official 4x2 routed matrix,comparison-only-verify,,,,
Kramer,VS-66H2,VS-66H2 6x6 4K60 HDMI Matrix,VS,Matrix,HDMI matrix,matrix switcher,review,official-manufacturer,Local,6,6,4K60 4:4:4,4:4:4,MATRIX,matrix,many-to-many,"[{""type"":""HDMI"",""count"":6}]","[{""type"":""HDMI"",""count"":6}]","[""Ethernet"",""RS-232"",""USB""]","[""HDMI embedded audio""]","[""6x6 independent routing"",""4K60 4:4:4""]","{""matrixInputs"":6,""matrixOutputs"":6}",Kramer VS-66H2 routes six 4K60 HDMI inputs to six independent outputs.,Local HDMI-only matrix; chassis mains power.,6x6 HDMI matrix,MXV-0606-H2A,high,https://www1.kramerav.com/products/switchers_routers/hdmi-matrices,2026-08-13,Codex official-source expansion,Official Kramer HDMI matrices catalogue.,[],6,6,6,0,official,Official 6x6 routed matrix,comparison-only-verify,,,,
Kramer,VS-44DT,VS-44DT 4x4 HDMI/HDBaseT PoE Matrix,VS,Matrix,HDBaseT matrix,matrix switcher,review,official-manufacturer,HDBaseT,4,4,4K60 4:2:0,4:2:0,HDBASET,matrix,many-to-many,"[{""type"":""HDMI"",""count"":4}]","[{""type"":""HDBaseT"",""count"":4},{""type"":""HDMI mirrored"",""count"":2}]","[""Ethernet"",""RS-232"",""IR""]","[""HDMI embedded audio""]","[""Four routed HDBaseT outputs"",""Two mirrored HDMI outputs"",""PoE to receivers""]","{""matrixInputs"":4,""matrixOutputs"":4,""physicalOutputCount"":6,""power"":{""poeToReceivers"":true}}",Kramer VS-44DT routes four HDMI sources to four HDBaseT zones and adds two local HDMI mirrors.,Compatible HDBaseT receivers are mandatory; HDMI ports are mirrors not extra zones.,4x4 HDBaseT matrix,MXV-0404-H2A-KIT,high,https://www1.kramerav.com/products/switchers_routers/hdbaset-matrices,2026-08-13,Codex official-source expansion,Official Kramer HDBaseT matrices catalogue.,[],4,4,6,2,official,Four routed zones plus two mirrored HDMI connectors,comparison-only-verify,,,,
Kramer,EXT3-TR,EXT3-TR HDBaseT 3 HDMI/USB Transceiver Extender,EXT3,Extender,HDBaseT 3 transceiver extender,transceiver,review,official-manufacturer,HDBaseT,1,1,4K60 4:4:4,4:4:4,HDBASET,point-to-point,configurable,"[{""type"":""HDMI or HDBaseT by role"",""count"":1}]","[{""type"":""HDBaseT or HDMI by role"",""count"":1},{""type"":""HDMI loop in TX role"",""count"":1}]","[""USB 2.0"",""RS-232"",""IR""]","[""HDMI embedded audio""]","[""Configurable TX or RX"",""40m at 4K60 4:4:4"",""70m at 4K30""]","{""distance"":{""meters4k60"":40,""meters4k30"":70}}",Kramer EXT3-TR is a role-configurable HDBaseT 3 extender carrying 4K60 4:4:4 USB RS-232 and IR.,A complete link requires two compatible endpoints; TX loop is mirrored.,HDBaseT 3 HDMI/USB extender pair,EX-100-H2-PRO plus USB verification,high,https://oauth.kramerav.com/product/ext3-tr,2026-08-13,Codex official-source expansion,Official Kramer product page.,[],1,1,2,1,official,Point-to-point; TX loop is mirrored,comparison-only-verify,,,,
Kramer,VM-4HDT,VM-4HDT 1:4 HDMI to HDBaseT Distribution Amplifier,VM,Distribution,HDBaseT distribution amplifier,distribution-amplifier,review,official-manufacturer,HDBaseT,1,4,4K60 4:2:0,4:2:0,HDBASET,splitter,one-to-many,"[{""type"":""HDMI"",""count"":1}]","[{""type"":""HDBaseT"",""count"":4}]","[""IR"",""RS-232""]","[""HDMI embedded audio""]","[""Four mirrored HDBaseT outputs"",""40m at 4K"",""70m at 1080p""]","{""distance"":{""meters4k"":40,""meters1080p"":70}}",Kramer VM-4HDT distributes one HDMI source to four mirrored long-reach HDBaseT outputs.,Not a matrix; four receivers are mandatory and receiver power must be planned.,1:4 HDBaseT distribution amplifier,SP-0104-HDBT-H2,high,https://www1.kramerav.com/product/VM-4HDT,2026-08-13,Codex official-source expansion,Official Kramer product page.,[],1,4,4,4,official,All four outputs mirror one source,comparison-only-verify,,,,
Kramer,KIT-500,KIT-500 5x2 USB-C/HDMI Extender Scaler Matrix Kit,KIT,Presentation,Presentation matrix extender kit,presentation switcher,review,official-manufacturer,HDBaseT,5,2,4K60 4:4:4 HDMI / 4K60 4:2:0 HDBT,,HDBASET,matrix-kit,many-to-many,"[{""type"":""USB-C"",""count"":2},{""type"":""HDMI"",""count"":3}]","[{""type"":""HDMI local"",""count"":1},{""type"":""HDMI remote"",""count"":1}]","[""Ethernet"",""RS-232"",""CEC"",""Relay""]","[""Mic/AUX"",""Balanced output"",""DSP""]","[""TX/RX kit"",""AV and USB switching"",""60W USB-C charging"",""PoC""]","{""matrixInputs"":5,""matrixOutputs"":2,""power"":{""source"":""24V DC 5A"",""usbCChargingW"":60,""poc"":true}}",Kramer KIT-500 is a 5x2 USB-C/HDMI presentation matrix kit with scaling USB extension DSP and PoC.,Input access differs across the two units; HDBaseT path is 4K60 4:2:0.,Dual-display presentation switching and extension,SW-540-TX-W plus receiver architecture,high,https://www1.kramerav.com/product/kit-500,2026-08-13,Codex official-source expansion,Official Kramer product page.,[],5,2,2,0,official,Five sources across kit; two routed display paths,comparison-only-verify,,,,
