manufacturer,model,product_name,family,product_class,subcategory,role,approval_status,source_tier,transport_type,input_count,output_count,max_resolution,chroma,technology,topology,directionality,inputs_json,outputs_json,control_json,audio_json,features_json,specs_json,summary,known_limitations,closest_wyrestorm_architecture,closest_wyrestorm_sku_or_family,confidence,evidence_source,last_reviewed,reviewer,notes,aliases_json,routed_input_count,routed_output_count,physical_output_count,mirrored_output_count,io_evidence_status,matrix_size_evidence,quote_safety,network_requirement,avoip_chip,avoip_codec,avoip_chip_status
Atlona,AT-OMNI-121,OmniStream Networked AV Decoder,OmniStream,AVoIP,,decoder,approved,structured-catalog,AVoIP,,,4K60 4:4:4,,AVoIP,endpoint,rx,"[{""type"":""LAN"",""count"":1}]","[{""type"":""HDMI"",""count"":1}]","[""TCP/IP"",""RS-232"",""IR"",""Web GUI"",""Web UI""]","[""Embedded Audio""]","[""AVoIP decoder"",""Ultra-fast switching"",""Video wall"",""Multiview"",""Thumbnail preview"",""PoE"",""IEEE 802.1X"",""Video wall processing"",""Managed AVoIP""]","{""video"":{""maxResolution"":""4K60 4:4:4"",""hdmi"":""2.0"",""bandwidthGbps"":18,""hdr"":true},""distance"":{""meters"":100},""networkSpeed"":""1GbE"",""avoipChip"":null,""avoipChipStatus"":""not-publicly-confirmed"",""avoipCodec"":""VC-2 / SMPTE 2042""}","AV over IP decoder for HDMI output up to 4K60 4:4:4 and HDR with ultra-fast switching, video wall processing, multiview support, and PoE operation.",,NetworkHD 100 (standard 1GbE AVoIP),NHD-120-RX,high,https://atlona.com/product/at-omni-121/,2026-07-05,Claude research pass,"Official Atlona OmniStream decoder page. | data/product-intelligence-db.json#5 merged into deployed competitor catalog. | data/product-intelligence-db.json#10 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | OmniStream 121 is a networked AV decoder that can also support multiview and video-wall compositions at the endpoint. | Compare OmniStream 121 as an AVoIP decoder with endpoint processing rather than recategorising it as a standalone wall processor. | Official competitor family guidance applied during canonical sync. | Verified against official Atlona AT-OMNI-121 product page: OmniStream AVoIP decoder, 4K60 4:4:4/HDR, video wall, multiview, PoE, 802.1X.","[""omnistreamatomni121""]",,,,,,,,1GbE managed AV network,,VC-2 / SMPTE 2042,not-publicly-confirmed
Atlona,AT-OMNI-122,AT-OMNI-122,,AVoIP,AV over IP decoder (dual-channel),decoder,review,sku-seed,AVoIP,,2,UHD @60Hz (HDR),,AVOIP,endpoint,unidirectional,"[{""type"": ""LAN"", ""count"": 1}]","[{""type"": ""HDMI"", ""count"": 2}]","[""RS-232"", ""IR""]","[""Embedded Audio"", ""Multi-channel PCM Downmix""]","[""Dual independent decode channels, dual HDMI outputs"", ""SMPTE VC-2 visually lossless compression"", ""Sub-frame latency (0.5 frame, <8ms at 1080p60)"", ""AES-128 encryption, SMPTE 2042 FEC"", ""4K/UHD scaling per output, 4:4:4 processing"", ""Half-rack-width enclosure""]","{""video"":{""maxResolution"":""UHD@60Hz"",""hdr"":true,""latencyFrames"":0.5},""security"":{""encryption"":""AES-128""},""networkSpeed"":""1GbE"",""avoipChip"":null,""avoipChipStatus"":""not-publicly-confirmed"",""avoipCodec"":""VC-2 / SMPTE 2042""}","Atlona AT-OMNI-122 discontinued dual-channel OmniStream AVoIP decoder with two independent HDMI outputs, sub-frame latency, AES-128 encryption, and per-output 4K/UHD scaling; officially replaced by two AT-OMNI-121 decoders.",Discontinued; Atlona's official recommended replacement is two AT-OMNI-121 single-channel decoders.,NetworkHD 100 dual-output decoder,NHD-150-RX (multiview) / NHD-120-RX x2,high,https://atlona.com/product/at-omni-122/,2026-07-05,Claude research pass,"Verified via official Atlona AT-OMNI-122 page: discontinued dual-channel decoder, 0.5-frame latency, AES-128, SMPTE VC-2, replaced by 2x AT-OMNI-121.",[],,,,,,,,1GbE managed AV network,,VC-2 / SMPTE 2042,not-publicly-confirmed
Atlona,AT-OMNI-311,OmniStream USB to IP Adapter,OmniStream,AVoIP,,endpoint,approved,structured-catalog,AVoIP,,,,,AVoIP,endpoint,bidirectional,"[{""type"":""USB"",""count"":1}]","[{""type"":""LAN"",""count"":1}]","[""TCP/IP"",""Web UI""]","[""USB Audio""]","[""USB to IP"",""KVM"",""OmniStream"",""Remote peripherals"",""Managed-network USB"",""Managed AVoIP"",""Endpoint bridge""]","{""distance"":{""meters"":100},""networkSpeed"":""1GbE"",""avoipChip"":null,""avoipChipStatus"":""not-publicly-confirmed"",""avoipCodec"":""VC-2 / SMPTE 2042""}",USB-to-IP adapter for extending USB devices across OmniStream networks for conferencing peripherals and remote collaboration.,,USB-over-IP transceiver,NHD-USB-TRX,high,https://atlona.com/product/at-omni-311/,2026-07-05,Claude research pass,Official Atlona OmniStream product page. | data/product-intelligence-db.json#61 merged into deployed competitor catalog. | data/product-intelligence-db.json#11 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | OmniStream adapter and bridge models remain part of Atlona's AVoIP platform and should be treated as networked endpoints. | Keep OmniStream adapters in the AVoIP lane and compare them by endpoint role rather than generic switching I/O. | Official competitor family guidance applied during canonical sync. | Verified against official Atlona AT-OMNI-311 product page: OmniStream USB-to-IP adapter for remote peripheral/KVM extension.,[],,,,,,,,1GbE managed AV network,,VC-2 / SMPTE 2042,not-publicly-confirmed
Atlona,AT-OMNI-324,OmniStream IP to USB Adapter,OmniStream,AVoIP,,endpoint,approved,structured-catalog,AVoIP,,,,,AVoIP,endpoint,bidirectional,"[{""type"":""LAN"",""count"":1}]","[{""type"":""USB"",""count"":1}]","[""TCP/IP"",""Web UI""]","[""USB Audio""]","[""IP to USB"",""KVM"",""OmniStream"",""Remote peripherals"",""Managed-network USB"",""Managed AVoIP"",""Endpoint bridge""]","{""distance"":{""meters"":100},""networkSpeed"":""1GbE"",""avoipChip"":null,""avoipChipStatus"":""not-publicly-confirmed"",""avoipCodec"":""VC-2 / SMPTE 2042""}",IP-to-USB adapter for bringing remote OmniStream devices back to the host side for conferencing and collaboration workflows.,,USB-over-IP transceiver,NHD-USB-TRX,high,https://atlona.com/product/at-omni-324/,2026-07-05,Claude research pass,"Official Atlona OmniStream product page. | data/product-intelligence-db.json#62 merged into deployed competitor catalog. | data/product-intelligence-db.json#12 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | OmniStream adapter and bridge models remain part of Atlona's AVoIP platform and should be treated as networked endpoints. | Keep OmniStream adapters in the AVoIP lane and compare them by endpoint role rather than generic switching I/O. | Official competitor family guidance applied during canonical sync. | Verified against official Atlona AT-OMNI-324 product page: OmniStream IP-to-USB adapter, host-side peripheral return.",[],,,,,,,,1GbE managed AV network,,VC-2 / SMPTE 2042,not-publicly-confirmed
Atlona,AT-UHD-EX-100CE-KIT,UHD-EX 100CE Extender Kit,UHD-EX,Extender,,transmitter,approved,curated-fingerprint,HDBaseT,,,4K30,,HDBASET,1:1 extender,kit,"[{""type"":""HDMI"",""count"":1}]","[{""type"":""HDBaseT"",""count"":1},{""type"":""HDMI"",""count"":1}]","[""RS-232"",""CEC""]","[""Embedded Audio""]","{""hdbtOutput"":true,""receiverKit"":true}","{""video"":{""maxResolution"":""4K60"",""hdmi"":""2.0"",""bandwidthGbps"":18,""hdr"":false},""distance"":{""meters"":100}}","HDBaseT extender kit for HDMI with HDCP 2.2 support, receiver-powered operation, and point-to-point extension over category cable.",,100m HDBaseT extender kit,EX-100-G2,high,https://atlona.com/product/at-uhd-ex-100ce-kit/,2026-06-28,Wingman curated fingerprint migration,"Official Atlona extender-kit page. | data/product-intelligence-db.json#6 merged into deployed competitor catalog. | data/product-intelligence-db.json#13 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | UHD-EX is Atlona's point-to-point HDBaseT extension family for long-reach HDMI transport. | Compare UHD-EX against extenders and transport kits, not matrices or AVoIP platforms. | Official competitor family guidance applied during canonical sync.","[""atuhdex100cekit"",""atuhdex70"",""atuhdex100""]",,,,,,,,,,,
Atlona,AT-UHD-PRO3-88M,AT-UHD-PRO3-88M,,MATRIX,,Matrix,review,curated-fingerprint,,8,8,4K/UHD 60Hz 4:2:0,4:2:0,MATRIX,,,"[{""type"":""HDMI"",""count"":8}]","[{""type"":""HDBaseT"",""count"":8},{""type"":""HDMI"",""count"":2}]","[""TCP/IP"",""RS-232"",""IR"",""Web UI""]","[""De-Embedded Audio"",""Analog Audio""]","[""PoE"",""HDBaseT"",""Dual-Distance Extension (100m/70m)"",""Selectable Mirror/Matrix HDMI Outputs"",""5-Band EQ Audio De-Embedding"",""EDID Management"",""HDCP 2.2""]","{""video"":{""maxResolution"":""4K/UHD 60Hz 4:2:0"",""hdcp"":""2.2""},""distance"":{""metersLong"":100,""metersShort"":70},""matrixInputs"":8,""matrixOutputs"":8}","Atlona AT-UHD-PRO3-88M (discontinued): dual-distance 8x8 HDMI to HDBaseT matrix switcher supporting 4K/UHD 60Hz 4:2:0 with HDCP 2.2, PoE-powered HDBaseT outputs (100m/70m), two selectable mirror/matrix HDMI outputs, and analog audio de-embedding with 5-band EQ; TCP/IP, RS-232, and IR control.",,8x8 modular matrix switcher,MX-0808-H2A-MK2 / MX-0808-KIT-V2,medium,https://atlona.com/product/at-uhd-pro3-88m/,2026-07-12,Claude research pass,,"[""atuhdpro388m"",""atuhdpro366m"",""atuhdpro3""]",,,,,,,,,,,
Atlona,AT-VGW-HW,Velocity Hardware Gateway,Velocity,Control,,controller,approved,structured-catalog,,,,,,Control,controller,bidirectional,"[{""type"":""LAN"",""count"":1}]",[],"[""TCP/IP"",""HTTPS"",""Web UI""]",[],"[""AV control"",""Room scheduling"",""Device management"",""Remote administration"",""Velocity gateway"",""Room control"",""Scheduling"",""Automation"",""Occupancy-aware control""]",{},"Velocity hardware gateway for AV control, scheduling, device management, and remote cloud administration.",,No direct WyreStorm hardware equivalent,Third-party control gateway/hub for a full automation ecosystem; no WyreStorm equivalent,high,https://atlona.com/product/vgw-hw/,2026-07-05,Claude research pass,"Official Atlona Velocity product page and education guide. | data/product-intelligence-db.json#63 merged into deployed competitor catalog. | data/product-intelligence-db.json#14 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Velocity is Atlona's room control, scheduling, and automation platform across gateways, keypads, sensors, and touch panels. | Treat Velocity products as control-plane devices, not as AV switching or distribution endpoints. | Official competitor family guidance applied during canonical sync. | Verified against official Atlona AT-VGW-HW product page: Velocity hardware gateway for AV control/scheduling/cloud management.",[],,,,,,,,,,,
Atlona,AT-VKP-8E,Velocity 8 Button Keypad Controller,Velocity,Control,,controller,approved,structured-catalog,,,,,,Control,controller,bidirectional,"[{""type"":""LAN"",""count"":1}]",[],"[""TCP/IP"",""HTTPS"",""Web UI""]",[],"[""Keypad controller"",""Preset recall"",""AV control"",""Velocity"",""Room control"",""Scheduling"",""Automation"",""Occupancy-aware control""]",{},"8-button Velocity keypad controller for quick room recall, source selection, and automation triggers.",,No direct WyreStorm hardware equivalent,8-button keypad for a proprietary automation ecosystem; closest WyreStorm control is SYN-KEY10 but on a different control platform,high,https://atlona.com/product/at-vkp-8e/,2026-07-05,Claude research pass,"Official Atlona Velocity product page and education guide. | data/product-intelligence-db.json#66 merged into deployed competitor catalog. | data/product-intelligence-db.json#15 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Velocity is Atlona's room control, scheduling, and automation platform across gateways, keypads, sensors, and touch panels. | Treat Velocity products as control-plane devices, not as AV switching or distribution endpoints. | Official competitor family guidance applied during canonical sync. | Verified against official Atlona AT-VKP-8E product page: 8-button Velocity keypad controller.",[],,,,,,,,,,,
Atlona,AT-VTP-700VL,Velocity 7 Inch Touch Panel,Velocity,Control,,controller,approved,structured-catalog,,,,,,Control,controller,bidirectional,"[{""type"":""LAN"",""count"":1}]",[],"[""TCP/IP"",""HTTPS"",""Web UI""]",[],"[""Touch panel"",""AV control"",""Room scheduling"",""Velocity"",""PoE"",""Room control"",""Scheduling"",""Automation"",""Occupancy-aware control""]",{},"7-inch Velocity touch panel for AV control, room scheduling, and user-friendly source selection.",,No direct WyreStorm hardware equivalent,7-inch automation touch panel on a proprietary control platform; closest WyreStorm control is SYN-TOUCH10-V2 but on a different control platform,high,https://atlona.com/product/at-vtp-700vl-bl/,2026-07-05,Claude research pass,"Official Atlona Velocity product page and education guide. | data/product-intelligence-db.json#64 merged into deployed competitor catalog. | data/product-intelligence-db.json#16 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Velocity is Atlona's room control, scheduling, and automation platform across gateways, keypads, sensors, and touch panels. | Treat Velocity products as control-plane devices, not as AV switching or distribution endpoints. | Official competitor family guidance applied during canonical sync. | Verified against official Atlona AT-VTP-700VL product page: 7-inch PoE Velocity touch panel.",[],,,,,,,,,,,
Atlona,AT-VTPG-1000VL,Velocity All In One 10 Inch Touch Panel with Gateway,Velocity,Control,,controller,approved,structured-catalog,,,,,,Control,controller,bidirectional,"[{""type"":""LAN"",""count"":1}]",[],"[""TCP/IP"",""HTTPS"",""Web UI""]",[],"[""Touch panel"",""Embedded gateway"",""AV control"",""Room scheduling"",""Velocity"",""PoE"",""Room control"",""Scheduling"",""Automation"",""Occupancy-aware control""]",{},10-inch all-in-one Velocity touch panel with embedded gateway for room control and scheduling.,,No direct WyreStorm hardware equivalent,10-inch automation touch panel; closest WyreStorm control is SYN-TOUCH10-V2 but on a different control platform,high,https://atlona.com/product/vtpg-1000vl/,2026-07-05,Claude research pass,"Official Atlona Velocity product page and education guide. | data/product-intelligence-db.json#65 merged into deployed competitor catalog. | data/product-intelligence-db.json#17 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Velocity is Atlona's room control, scheduling, and automation platform across gateways, keypads, sensors, and touch panels. | Treat Velocity products as control-plane devices, not as AV switching or distribution endpoints. | Official competitor family guidance applied during canonical sync. | Verified against official Atlona AT-VTPG-1000VL product page: 10-inch all-in-one Velocity touch panel with embedded gateway.",[],,,,,,,,,,,
Atlona,OMNISTREAM AT-OMNI-121,OmniStream Networked AV Decoder,OmniStream,AVoIP,,decoder,review,structured-catalog,AVoIP,,,4K60 4:4:4,,AVoIP,endpoint,rx,"[{""type"":""LAN"",""count"":1}]","[{""type"":""HDMI"",""count"":1}]","[""TCP/IP"",""RS-232"",""IR"",""Web GUI"",""Web UI""]","[""Embedded Audio""]","[""AVoIP decoder"",""Ultra-fast switching"",""Video wall"",""Multiview"",""Thumbnail preview"",""PoE"",""IEEE 802.1X"",""Video wall processing"",""Managed AVoIP""]","{""video"":{""maxResolution"":""4K60 4:4:4"",""hdmi"":""2.0"",""bandwidthGbps"":18,""hdr"":true},""distance"":{""meters"":100},""avoipChip"":null,""avoipChipStatus"":""not-publicly-confirmed""}","AV over IP decoder for HDMI output up to 4K60 4:4:4 and HDR with ultra-fast switching, video wall processing, multiview support, and PoE operation (duplicate legacy SKU-seed record for AT-OMNI-121).",,NetworkHD 100 (standard 1GbE AVoIP),NHD-120-RX,high,https://atlona.com/product/at-omni-121/,2026-07-13,Claude research pass,"src/competitor/competitors.json#7 merged into deployed competitor catalog. | data/product-intelligence-db.json#7 merged into deployed competitor catalog. | data/product-intelligence-db.json#18 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | OmniStream 121 is a networked AV decoder that can also support multiview and video-wall compositions at the endpoint. | Compare OmniStream 121 as an AVoIP decoder with endpoint processing rather than recategorising it as a standalone wall processor. | Official competitor family guidance applied during canonical sync. | Verified against official Atlona AT-OMNI-121 product page (duplicate SKU-seed row of 'AT-OMNI-121' in this file): AVoIP decoder, 4K60 4:4:4/HDR, video wall, multiview, PoE.",[],,,,,,,,Unconfirmed - verify 1GbE or 10GbE,,,not-publicly-confirmed
Atlona,AT-HDDA-2,AT-HDDA-2 1x2 HDMI Distribution Amplifier,HDDA,Distribution,HDMI Distribution Amplifier,distribution-amplifier,approved,structured-catalog,Local,1,2,4K/UHD 60Hz 4:2:0,,Distribution,splitter,one-to-many,"[{""type"": ""HDMI"", ""count"": 1}]","[{""type"": ""HDMI"", ""count"": 2}]","[""EDID management""]","[""Embedded Audio pass-through""]","[""1x2 HDMI distribution amplifier"", ""Up to 4K/UHD @ 60Hz 4:2:0"", ""HDCP 2.2 compliant"", ""EDID management"", ""Compact rack/shelf-mount enclosure""]","{""video"": {""maxResolution"": ""4K/UHD 60Hz 4:2:0"", ""hdcp"": ""2.2""}, ""matrixInputs"": 1, ""matrixOutputs"": 2, ""routedInputCount"": 1, ""routedOutputCount"": 2, ""physicalOutputCount"": 2, ""mirroredOutputCount"": 2}",Atlona AT-HDDA-2: 1x2 HDMI distribution amplifier supporting 4K/UHD @ 60Hz 4:2:0 with HDCP 2.2 and EDID management for reliable one-to-many display distribution.,"Fixed one-to-many distribution only; not a switcher (single HDMI input, mirrored to all outputs).",1:2 HDMI splitter,EXP-SP-0102-H2,high,https://atlona.com/product/at-hdda-2/,2026-07-06,Claude research pass,Added during competitor SKU-coverage expansion (distribution amplifier category). Verified via Atlona official product page.,[],1,2,2,2,derived,Title evidence: 1x2 HDMI Distribution Amplifier,comparison-only-verify,,,,
Atlona,AT-HDDA-4,AT-HDDA-4 1x4 HDMI Distribution Amplifier,HDDA,Distribution,HDMI Distribution Amplifier,distribution-amplifier,approved,structured-catalog,Local,1,4,4K/UHD 60Hz 4:2:0,,Distribution,splitter,one-to-many,"[{""type"": ""HDMI"", ""count"": 1}]","[{""type"": ""HDMI"", ""count"": 4}]","[""EDID management""]","[""Embedded Audio pass-through""]","[""1x4 HDMI distribution amplifier"", ""Up to 4K/UHD @ 60Hz 4:2:0"", ""HDCP 2.2 compliant"", ""EDID management"", ""Compact rack/shelf-mount enclosure""]","{""video"": {""maxResolution"": ""4K/UHD 60Hz 4:2:0"", ""hdcp"": ""2.2""}, ""matrixInputs"": 1, ""matrixOutputs"": 4, ""routedInputCount"": 1, ""routedOutputCount"": 4, ""physicalOutputCount"": 4, ""mirroredOutputCount"": 4}",Atlona AT-HDDA-4: 1x4 HDMI distribution amplifier supporting 4K/UHD @ 60Hz 4:2:0 with HDCP 2.2 and EDID management for reliable one-to-many display distribution.,"Fixed one-to-many distribution only; not a switcher (single HDMI input, mirrored to all outputs).",1:4 HDMI splitter,EXP-SP-0104-H2 / SP-0104-H2,high,https://atlona.com/product/at-hdda-4/,2026-07-06,Claude research pass,Added during competitor SKU-coverage expansion (distribution amplifier category). Verified via Atlona official product page.,[],1,4,4,4,derived,Title evidence: 1x4 HDMI Distribution Amplifier,comparison-only-verify,,,,
Atlona,AT-HDDA-8,AT-HDDA-8 1x8 HDMI Distribution Amplifier,HDDA,Distribution,HDMI Distribution Amplifier,distribution-amplifier,approved,structured-catalog,Local,1,8,4K/UHD 60Hz 4:2:0,,Distribution,splitter,one-to-many,"[{""type"": ""HDMI"", ""count"": 1}]","[{""type"": ""HDMI"", ""count"": 8}]","[""EDID management""]","[""Embedded Audio pass-through""]","[""1x8 HDMI distribution amplifier"", ""Up to 4K/UHD @ 60Hz 4:2:0"", ""HDCP 2.2 compliant"", ""EDID management"", ""Compact rack/shelf-mount enclosure""]","{""video"": {""maxResolution"": ""4K/UHD 60Hz 4:2:0"", ""hdcp"": ""2.2""}, ""matrixInputs"": 1, ""matrixOutputs"": 8, ""routedInputCount"": 1, ""routedOutputCount"": 8, ""physicalOutputCount"": 8, ""mirroredOutputCount"": 8}",Atlona AT-HDDA-8: 1x8 HDMI distribution amplifier supporting 4K/UHD @ 60Hz 4:2:0 with HDCP 2.2 and EDID management for reliable one-to-many display distribution.,"Fixed one-to-many distribution only; not a switcher (single HDMI input, mirrored to all outputs).",1:8 HDMI splitter,SP-0108-SCL,high,https://atlona.com/product/at-hdda-8/,2026-07-06,Claude research pass,Added during competitor SKU-coverage expansion (distribution amplifier category). Verified via Atlona official product page.,[],1,8,8,8,derived,Title evidence: 1x8 HDMI Distribution Amplifier,comparison-only-verify,,,,
Atlona,AT-UHD-SW-510W,Five-Input Universal Switcher with Wireless Presentation Link,SW-510W,Wireless Presentation,BYOD Wireless Casting Switcher,wireless-casting,approved,structured-catalog,Local + Wireless,5,2,1080p60 (wireless); 4K/UHD (wired inputs),,Wireless Presentation,switcher,many-to-few,"[{""type"": ""HDMI"", ""count"": 2}, {""type"": ""DisplayPort"", ""count"": 1}, {""type"": ""USB-C"", ""count"": 1}, {""type"": ""Wireless (AirPlay/Google Cast/Miracast)"", ""count"": 1}]","[{""type"": ""HDMI"", ""count"": 1}, {""type"": ""HDBaseT"", ""count"": 1}]","[""TCP/IP"", ""RS-232"", ""IR"", ""Web GUI""]","[""Embedded Audio""]","[""5-input universal BYOD switcher (HDMI/DisplayPort/USB-C/wireless)"", ""Native AirPlay, Google Cast, and Miracast wireless casting - no app required"", ""Dual wireless access points (AirPlay/Google Cast + dedicated Miracast)"", ""Mirrored or matrixed HDMI + HDBaseT (330ft/100m) outputs"", ""HDCP 2.2 compliant""]","{""video"": {""wiredMaxResolution"": ""4K/UHD 60Hz"", ""wirelessMaxResolution"": ""1080p30 4:2:0 (1080p60 Miracast)"", ""hdcp"": ""2.2""}, ""distance"": {""feet"": 330, ""meters"": 100}, ""matrixInputs"": 5, ""matrixOutputs"": 2, ""routedInputCount"": 5, ""routedOutputCount"": 2, ""physicalOutputCount"": 2, ""mirroredOutputCount"": 2}","Atlona AT-UHD-SW-510W: 5-input universal BYOD switcher combining wired HDMI/DisplayPort/USB-C inputs with native AirPlay, Google Cast, and Miracast wireless casting (no app required), plus mirrored HDMI + HDBaseT (330ft) outputs.",Wireless casting resolution capped well below the unit's wired 4K capability (1080p30/60 depending on protocol); dependent on Wi-Fi signal quality.,Wireless BYOD casting switcher,APO-VX20-UC-V2 + APO-DG2,high,https://atlona.com/product/sw-510w/,2026-07-06,Claude research pass,Added during competitor SKU-coverage expansion (wireless casting category). Verified via Atlona official product page and spec sheet.,"[""AT-UHD-SW-510W-KIT""]",5,2,2,2,derived,"Title evidence: Five-Input Universal Switcher, 2 outputs (HDMI + HDBaseT)",comparison-only-verify,,,,
Atlona,AT-JUNO-451,JunoX 451 4K HDR Four-Input HDMI Switcher,JunoX,Switcher,Auto-Switching HDMI Presentation Switcher,presentation switcher,approved,structured-catalog,Local,4,1,4K/UHD 60Hz 4:4:4,,Switcher,switcher,many-to-few,"[{""type"": ""HDMI"", ""count"": 4}]","[{""type"": ""HDMI"", ""count"": 1}, {""type"": ""TOSLINK"", ""count"": 1}]","[""Ethernet"", ""RS-232"", ""IR""]","[""ARC"", ""TOSLINK de-embedded audio"", ""Dolby Atmos/TrueHD passthrough"", ""DTS-HD Master Audio passthrough""]","[""4x1 HDMI auto-switching presentation switcher"", ""4K/UHD @ 60Hz 4:4:4, HDMI 2.0a (18 Gbps), HDCP 2.2"", ""HDR metadata pass-through"", ""ARC support with TOSLINK audio de-embed"", ""Automatic input switching + EDID management""]","{""video"": {""maxResolution"": ""4K/UHD 60Hz 4:4:4"", ""hdmiVersion"": ""2.0a"", ""bandwidthGbps"": 18, ""hdcp"": ""2.2"", ""hdr"": true}, ""matrixInputs"": 4, ""matrixOutputs"": 1, ""routedInputCount"": 4, ""routedOutputCount"": 1, ""physicalOutputCount"": 1, ""mirroredOutputCount"": 1}","Atlona AT-JUNO-451: compact 4x1 auto-switching HDMI presentation switcher supporting 4K/UHD 60Hz 4:4:4 and HDR pass-through, with ARC/TOSLINK audio de-embed and Ethernet/RS-232/IR control.",Single HDMI output only; HDBaseT-output variant (AT-JUNO-451-HDBT) has been discontinued by Atlona.,Auto-switching presentation switcher,SW-0401-H2 (4x1 HDMI switcher),high,https://atlona.com/product/at-juno-451/,2026-07-06,Claude research pass,Added during competitor SKU-coverage expansion (presentation switcher category). Verified via Atlona official product page and spec sheet.,[],4,1,1,1,derived,"Title evidence: Four-Input HDMI Switcher, single HDMI output",comparison-only-verify,,,,
