manufacturer,model,product_name,family,product_class,subcategory,role,approval_status,source_tier,transport_type,input_count,output_count,max_resolution,chroma,technology,topology,directionality,inputs_json,outputs_json,control_json,audio_json,features_json,specs_json,summary,known_limitations,closest_wyrestorm_architecture,closest_wyrestorm_sku_or_family,confidence,evidence_source,last_reviewed,reviewer,notes,aliases_json,routed_input_count,routed_output_count,physical_output_count,mirrored_output_count,io_evidence_status,matrix_size_evidence,quote_safety
Lightware,TPX-2x1-TX20-3x3-RX20,Lightware TPX-2x1-TX20 & UCX-3x3-TPX-RX20 Bundle,Lightware Taurus TPX,Extender,USB-C/HDMI Switcher Extension Bundle,transmitter/receiver bundle,review,source-feed,HDBaseT (CAT6A),2,3,4K60 4:4:4 (5K120 21:9 supported),4:4:4,HDBASET,point-to-point (switcher extension),bidirectional,"[{""type"": ""USB-C"", ""count"": 1}, {""type"": ""HDMI 2.0"", ""count"": 1}]","[{""type"": ""HDMI 2.0"", ""count"": 3}, {""type"": ""USB-B 3.1 (host)"", ""count"": 2}]","[""Ethernet (1000Base-T x3)""]","[""HDMI Embedded Audio""]","[""2-input (USB-C+HDMI) TX to 3-output HDMI RX bundle over CAT6A, 100m"", ""PoE+ (25.4W) powers receiver from transmitter"", ""USB host switching for up to 8 devices (4 TX-side + 4 RX-side)"", ""3x independent 1GBase-T Ethernet ports on receiver""]","{""video"": {""maxResolution"": ""4K60 4:4:4"", ""max5k"": ""5120x2160""}, ""distance"": {""meters"": 100}, ""power"": {""poe"": ""802.3at, 25.4W""}}","Lightware TPX-2x1-TX20 / UCX-3x3-TPX-RX20 bundle: 2-input (USB-C+HDMI) transmitter to 3-output HDMI receiver over 100m CAT6A, with PoE+, USB host switching, and triple GbE on the receiver.",,USB-C/HDMI switcher/extension bundle,SW-120-TX3 + EX-100-KVM,high,https://www.lightware.com/en/products/bundle/tpx-2x1-tx20-3x3-rx20-bundle,2026-07-05,Claude research pass,"AVITdirect source feed: TPX bundle extends video, USB, Ethernet and control over CAT up to 100m. | Classified as extension/transport, not a matrix or AVoIP endpoint. | Verified via official Lightware TPX-2x1-TX20/UCX-3x3-TPX-RX20 bundle page: 100m CAT6A, PoE+ 25.4W, USB host switching (8 devices), 3x GbE on receiver.",[],,,,,,,
Lightware,TPX-TX107,HDBaseT transmitter,TPX,Extender,SDVoE Point-to-Point Extender (Transmitter),transmitter,review,structured-catalog,HDBaseT (SDVoE),1,1,UHD/4K@60Hz 4:4:4,,HDBASET,point-to-point,unidirectional,"[{""type"": ""HDMI 2.0"", ""count"": 1}]","[{""type"": ""HDBaseT (CATx)"", ""count"": 1}]","[""RS-232 (bidirectional)"", ""IR (output)""]","[""HDMI Embedded Audio""]","[""HDMI-TPX-TX107 SDVoE point-to-point extender"", ""18Gbps, 600MHz max pixel clock"", ""100m over CATx, 2x GbE ports"", ""HDCP 1.x/2.3"", ""48V DC input""]","{""video"": {""maxResolution"": ""UHD 4K60 4:4:4"", ""bandwidthGbps"": 18, ""hdcp"": ""2.3""}, ""distance"": {""meters"": 100}, ""power"": {""dc"": ""48V""}}",Lightware HDMI-TPX-TX107 SDVoE-based HDBaseT transmitter extending 4K60 4:4:4 HDMI up to 100m over CATx with bidirectional RS-232 and IR output.,,HDBaseT,WyreStorm HDBaseT extender direction,high,https://www.lightware.com/en/products/extenders/hdmi-tpx-tx107,2026-07-05,Claude research pass,"competitor-compare.seed.json#13 merged into deployed competitor catalog. | competitor-compare.seed.json#4 merged into deployed competitor catalog. | data/product-intelligence-db.json#49 merged into deployed competitor catalog. | data/product-intelligence-db.json#74 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Lightware TPX products are long-reach transport endpoints for HDMI and USB-C extension workflows. | Compare TPX products against extenders and transport links, not matrices or AVoIP controllers. | Official competitor family guidance applied during canonical sync. | data/product-intelligence-db.json#72 merged into deployed competitor catalog. | Closest match is the WyreStorm HDBaseT extender range for structured point-to-point extension. | Check distance | Confirm USB or control pass-through | Validate power requirements | Verified via official Lightware HDMI-TPX-TX107 page: SDVoE-based, 18Gbps, 4K60 4:4:4, 100m over CATx, RS-232/IR, 48V DC.",[],,,,,,,
Lightware,UBEX-PRO20-HDMI-F100,UBEX-PRO20-HDMI-F100,,AVOIP,,Transceiver,review,curated-fingerprint,,1,1,4K60,4:4:4,AVOIP,,,[],[],[],[],"{""tenGig"":true,""lossless"":true,""zeroLatency"":true}",{},,,NetworkHD 600-class (10G optical AVoIP),NHD-600-TRXF (10G fibre transceiver),medium,,2026-06-28,Wingman curated fingerprint migration,,"[""ubexpro20hdmif100"",""ubexpro20""]",,,,,,,
Lightware,UBEX-PRO20-HDMI-F110,UBEX-PRO20-HDMI-F110,,AVoIP,Optical AV over IP Extender,transceiver,review,sku-seed,"Fiber (SFP+, 10G)",2,2,4K UHD@60Hz 4:4:4,,AVOIP,point-to-point / multiviewer,bidirectional,"[{""type"": ""HDMI 2.0"", ""count"": 2}]","[{""type"": ""HDMI 2.0"", ""count"": 2}, {""type"": ""SFP+ Optical (10G)"", ""count"": 1}]","[""RS-232"", ""IR"", ""Gigabit Ethernet"", ""USB KVM""]","[""Audio breakaway (add-on)""]","[""Uncompressed 4K UHD60 4:4:4 over 10G/20G fiber"", ""2x HDMI 2.0 per transmitter/receiver unit"", ""Field-exchangeable 10Gbps SFP+ modules"", ""Multiviewer mode: up to 5 streams into 2 outputs"", ""Reach 400m-80km depending on optics"", ""Medical/ITE grade internal PSU""]","{""video"": {""maxResolution"": ""4K UHD@60Hz 4:4:4""}, ""network"": {""speedGbps"": 10}, ""distance"": {""minMeters"": 400, ""maxKm"": 80}}",Lightware UBEX-PRO20-HDMI-F110 optical AVoIP video system delivering uncompressed 4K UHD60 4:4:4 over 10G/20G fiber with multiviewer mode and reach up to 80km depending on optics.,,NetworkHD 600-class (10G optical AVoIP transmitter),NHD-600-TRXF,high,https://lightware.com/ubex-pro20-hdmi-f110-ubex,2026-07-05,Claude research pass,"Verified via official Lightware UBEX-PRO20-HDMI-F110 page: uncompressed 4K UHD60 4:4:4 over 10G/20G fiber, multiviewer (5 streams to 2 outputs), reach to 80km.",[],,,,,,,
Lightware,UCX-2X1-HC30,Taurus UCX-2x1-HC30,Taurus UCX,Switcher,Presentation Switcher,presentation-switcher,review,structured-catalog,Local,2,1,UHD/4K@60Hz 4:4:4,,Unified Communications,collaboration appliance,bidirectional,"[{""type"": ""USB-C"", ""count"": 1}, {""type"": ""HDMI 2.0"", ""count"": 1}]","[{""type"": ""HDMI 2.0"", ""count"": 1}]","[""TCP/IP"",""Web UI"",""CEC"",""USB""]","[""Embedded Audio"",""USB Audio""]","[""Compact 4K USB-C + HDMI 2.0 universal switcher"", ""18Gbps, HDCP 1.x/2.2"", ""USB-C: 5Gbps USB 3.1 Gen1 + up to 60W charging"", ""Noiseless/fanless in typical room conditions"", ""SSH/SSL/HTTPS secure control""]","{""video"": {""maxResolution"": ""UHD 4K60 4:4:4"", ""bandwidthGbps"": 18, ""hdcp"": ""2.2""}, ""usbC"": {""chargeW"": 60, ""dataGbps"": 5}}","2x1 switcher with USB-C, HDMI 2.0, USB 3.1, and Ethernet control for collaboration spaces with host switching and room automation support.",,USB-C/HDMI presentation switcher,SW-120-TX3,high,https://www.lightware.com/en/product-family/taurus-ucx,2026-07-05,Claude research pass,"Official Lightware Taurus UCX family page. | data/product-intelligence-db.json#40 merged into deployed competitor catalog. | data/product-intelligence-db.json#50 merged into deployed competitor catalog. | data/product-intelligence-db.json#75 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Taurus UCX products are collaboration-first universal switchers with USB-C, USB host routing, and room workflow control. | Compare Taurus UCX products against collaboration matrices and presentation systems, not plain local HDMI matrices. | Official competitor family guidance applied during canonical sync. | data/product-intelligence-db.json#73 merged into deployed competitor catalog. | Verified via official Lightware Taurus UCX-2x1-HC30 page/datasheet: 2-in-1 USB-C+HDMI switcher, 18Gbps/HDCP2.2, 60W USB-C charging, noiseless.",[],2,1,,,derived,Title evidence: 2x1 switcher,comparison-only-verify
Lightware,UCX-4x2-HC40,Lightware UCX-4x2-HC40 Universal Switcher,Lightware UCX,Switcher,USB-C/HDMI Universal Switcher,switcher,review,source-feed,Local,4,2,UHD/4K@60Hz 4:4:4,4:4:4,PRESENTATION,presentation switcher,many-to-many,"[{""type"": ""HDMI 2.0"", ""count"": 2}, {""type"": ""USB-C (DP Alt Mode)"", ""count"": 2}]","[{""type"": ""HDMI 2.0"", ""count"": 2}]","[""GPIO"", ""RS-232"", ""Occupancy Sensor"", ""Ethernet (SSH/SSL/HTTPS)""]","[""Analog Audio De-embed""]","[""4x2 universal USB-C/HDMI matrix"", ""USB-C: 18Gbps video, 5Gbps USB3.1 Gen1, up to 100W charging"", ""GPIO/RS-232/occupancy sensor room automation"", ""Noiseless (fanless) operation"", ""FIPS 140-3 CryptoCore variant (HC40-LCC) available""]","{""video"": {""maxResolution"": ""UHD 4K60 4:4:4""}, ""usbC"": {""chargeW"": 100, ""dataGbps"": 5}, ""matrixInputs"": 4, ""matrixOutputs"": 2}","Lightware Taurus UCX-4x2-HC40 4x2 USB-C/HDMI universal switcher with 100W USB-C charging, GPIO/RS-232/occupancy-sensor room automation, and noiseless operation.",,USB-C/HDMI universal switcher,SW-510-TX,high,https://www.lightware.com/en/products/Matrix-Switchers/ucx-4x2-hc40,2026-07-05,Claude research pass,"AVITdirect source feed: UCX-4x2-HC40 is a Lightware universal switcher with HDMI 2.0 and USB-C connectivity. | Classified as presentation/collaboration switching, not AVoIP or HDBaseT matrix. | Verified via official Lightware Taurus UCX-4x2-HC40 page/A&E spec: 4x2 USB-C/HDMI matrix, 100W charging, GPIO/RS-232/occupancy automation, noiseless.",[],,,,,,,
Lightware,UCX-4X2-HC60D,Taurus UCX-4x2-HC60D,Taurus UCX,Switcher,Presentation Switcher,presentation-switcher,review,structured-catalog,Local,4,2,UHD/4K@60Hz 4:4:4 (5K120 supported),,Unified Communications,collaboration appliance,bidirectional,"[{""type"": ""HDMI"", ""count"": 2}, {""type"": ""USB-C"", ""count"": 2}]","[{""type"": ""HDMI"", ""count"": 2}]","[""TCP/IP"",""Web UI"",""CEC"",""USB""]","[""Dante/AES67 Audio Out""]","[""4x2 USB-C/HDMI matrix with Dante/AES67 audio output"", ""USB3.1 host switching"", ""1GbE, room control/automation"", ""Up to 100W (120W total) USB-C charging"", ""Noiseless (fanless)""]","{""video"": {""maxResolution"": ""UHD 4K60 4:4:4"", ""bandwidthGbps"": 18}, ""audio"": {""dante"": true}, ""usbC"": {""chargeW"": 100}}","4x2 switcher with two HDMI inputs, two USB-C inputs, dual HDMI outputs, USB 3.1 host switching, Dante and AES67 audio, and automation for large collaboration rooms.",,USB-C/HDMI presentation switcher,SW-510-TX,high,https://www.lightware.com/en/product-family/taurus-ucx,2026-07-05,Claude research pass,"Official Lightware Taurus UCX family page and A&E specification. | data/product-intelligence-db.json#41 merged into deployed competitor catalog. | data/product-intelligence-db.json#51 merged into deployed competitor catalog. | data/product-intelligence-db.json#76 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Taurus UCX products are collaboration-first universal switchers with USB-C, USB host routing, and room workflow control. | Compare Taurus UCX products against collaboration matrices and presentation systems, not plain local HDMI matrices. | Official competitor family guidance applied during canonical sync. | data/product-intelligence-db.json#74 merged into deployed competitor catalog. | Verified via official Lightware Taurus UCX-4x2-HC60D page: adds Dante/AES67 audio output over the HC40, USB3.1 host switch, up to 100W USB-C charging.",[],4,2,,,derived,Title evidence: 4x2 switcher,comparison-only-verify
Lightware,UCX-4X3-HCM40,Taurus UCX-4x3-HCM40,Taurus UCX,Switcher,USB-C/HDMI Dual-Screen Universal Switcher,switcher,approved,structured-catalog,Local,4,3,UHD/4K@60Hz 4:4:4 (dual-screen),,PRESENTATION,presentation switcher (dual-screen),many-to-many,"[{""type"": ""HDMI 2.0"", ""count"": 2}, {""type"": ""USB-C (DP Alt Mode MST)"", ""count"": 2}]","[{""type"": ""HDMI 2.0"", ""count"": 3}]","[""GPIO"", ""RS-232"", ""Occupancy Sensor"", ""Gigabit Ethernet""]","[""Analog Audio De-embed""]","[""4-in (2 HDMI + 2 USB-C)/3 HDMI-out matrix"", ""Dual-screen extended desktop via single USB-C (DP MST)"", ""Up to 100W USB-C Power Delivery"", ""USB 3.1 Gen1 device-follows-host switching"", ""FIPS 140-3 CryptoCore variant available""]","{""video"": {""maxResolution"": ""UHD 4K60 4:4:4""}, ""usbC"": {""chargeW"": 100}, ""matrixInputs"": 4, ""matrixOutputs"": 3}",Lightware Taurus UCX-4x3-HCM40 4-in/3-out USB-C/HDMI switcher enabling single-cable dual-screen extended desktop (via USB-C DP MST) at 4K60 with up to 100W charging.,,USB-C/HDMI dual-screen universal switcher,SW-510-TX + SW-515-RX,high,https://www.lightware.com/en/products/Matrix-Switchers/ucx-4x3-hcm40,2026-07-05,Claude research pass,"Official Lightware UCX-4x3-HCM40 product page. | data/product-intelligence-db.json#42 merged into deployed competitor catalog. | data/product-intelligence-db.json#52 merged into deployed competitor catalog. | data/product-intelligence-db.json#77 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Taurus UCX products are collaboration-first universal switchers with USB-C, USB host routing, and room workflow control. | Compare Taurus UCX products against collaboration matrices and presentation systems, not plain local HDMI matrices. | Official competitor family guidance applied during canonical sync. | data/product-intelligence-db.json#75 merged into deployed competitor catalog. | Verified via official Lightware Taurus UCX-4x3-HCM40 page: dual-screen extended desktop via USB-C DP MST, 4K60, 100W charging, USB3.1 host switching.",[],4,3,,,derived,SKU/summary evidence: UCX-4X3-HCM40 / 4x3 universal matrix switcher,comparison-only-verify
Lightware,VINX-110-HDMI-ENC,VINX-110-HDMI-ENC,,AVOIP,,Encoder,review,curated-fingerprint,,1,1,4K60,,AVOIP,,,[],[],[],[],[],{},,,NetworkHD 500 (premium AVoIP encoder),NHD-500-TX,medium,,2026-06-28,Wingman curated fingerprint migration,,"[""vinx110hdmienc""]",,,,,,,
Lightware,VINX-120-HDMI-ENC,VINX-120-HDMI-ENC,,AVoIP,AV over IP encoder,encoder,review,sku-seed,AVoIP (1Gb),1,,3840x2160@30 (7.1 audio),,AVOIP,endpoint,unidirectional,"[{""type"": ""HDMI"", ""count"": 1}]","[{""type"": ""HDMI (loopback)"", ""count"": 1}, {""type"": ""LAN (RJ45)"", ""count"": 1}]","[""RS-232"", ""IR"", ""USB (Mini-B, config)""]","[""7.1 Embedded Audio""]","[""1G AVoIP encoder"", ""HDMI loopback output"", ""100m max delivery distance with minimal latency"", ""Metal enclosure, 8W max power""]","{""video"": {""maxResolution"": ""3840x2160@30""}, ""distance"": {""meters"": 100}, ""power"": {""maxW"": 8}, ""physical"": {""dimensionsMm"": ""140x119x26"", ""weightG"": 310}}","Lightware VINX-120-HDMI-ENC 1G AVoIP HDMI encoder with HDMI loopback, 7.1 audio, RS-232/IR control, and up to 100m network delivery at low latency.",,NetworkHD 500 (premium AVoIP encoder),NHD-500-TX,high,https://www.lightware.com/vinx-120-hdmi-enc,2026-07-05,Claude research pass,"Verified via official Lightware VINX-120-HDMI-ENC page: 1G AVoIP encoder, HDMI loopback, 7.1 audio, RS-232/IR, 100m reach, 8W max.",[],,,,,,,
Lightware,VINX-210AP-HDMI-DEC,VINX-210AP-HDMI-DEC,,AVOIP,,Decoder,review,curated-fingerprint,,1,1,4K60,,AVOIP,,,[],[],[],[],"{""receiverKit"":true}",{},,,NetworkHD 500 (premium AVoIP decoder),NHD-500-RX,medium,,2026-06-28,Wingman curated fingerprint migration,,"[""vinx210aphdmidec"",""vinx210hdmidec""]",,,,,,,
Lightware,DA4-HDMI20-C,DA4-HDMI20-C 4 Outputs HDMI Distribution Amplifier,DA-HDMI20-C,Distribution,HDMI Distribution Amplifier,distribution-amplifier,approved,structured-catalog,Local,1,4,4K60 4:4:4,,Distribution,splitter,one-to-many,"[{""type"": ""HDMI"", ""count"": 1}]","[{""type"": ""HDMI"", ""count"": 4}]","[""EDID management (5 factory presets + 1 user)""]","[""Multichannel audio passthrough""]","[""1x4 HDMI distribution amplifier"", ""Up to 4K@60Hz 4:4:4, HDCP 2.3"", ""Pixel Accurate Reclocking removes jitter from long cables/poor sources"", ""EDID management with 5 factory + 1 user-programmable preset"", ""Compact low-power enclosure (2.5W max)""]","{""video"": {""maxResolution"": ""4K60 4:4:4"", ""hdcp"": ""2.3""}, ""power"": {""maxWatts"": 2.5}, ""matrixInputs"": 1, ""matrixOutputs"": 4, ""routedInputCount"": 1, ""routedOutputCount"": 4, ""physicalOutputCount"": 4, ""mirroredOutputCount"": 4}","Lightware DA4-HDMI20-C: 1x4 HDMI distribution amplifier with Pixel Accurate Reclocking, supporting 4K@60Hz 4:4:4 and HDCP 2.3, with EDID management for reliable one-to-many display distribution.","Fixed one-to-many distribution only; not a switcher (single HDMI input, mirrored to all 4 outputs).",1:4 HDMI distribution amplifier,EXP-SP-0104-H2 / SP-0104-H2,high,https://lightware.com/da4-hdmi20-c,2026-07-06,Claude research pass,Added during competitor SKU-coverage expansion (distribution amplifier category). Verified via Lightware official product page and user guide.,[],1,4,4,4,derived,Title evidence: 4 Outputs HDMI Distribution Amplifier,comparison-only-verify
Lightware,UBEX-PRO20-HDMI-R100,UBEX-Pro20-HDMI-R100 10G Optical AVoIP Receiver,UBEX Pro20,AVoIP,Uncompressed 10G Optical AV-over-IP Receiver,avoip-decoder,approved,structured-catalog,AVoIP (10G optical),1,2,4K60 4:4:4,,AVoIP,encoder-decoder,many-to-many,"[{""type"": ""10G SFP+ optical"", ""count"": 1}]","[{""type"": ""HDMI 2.0"", ""count"": 2}]","[""Field-exchangeable SFP+ optical modules""]","[""8-channel embedded audio, uncompressed""]","[""Zero frame latency, uncompressed AV-over-IP over 10G optical network"", ""Up to 4K60Hz 4:4:4, HDR, HDCP 2.2"", ""2x HDMI 2.0 video ports"", ""400m to 80km reach depending on SFP+ optical module type"", ""Multiviewer mode: receive 5 streams, output 4-way multiview + 1 direct output""]","{""video"": {""maxResolution"": ""4K60 4:4:4"", ""hdr"": true, ""hdcp"": ""2.2"", ""networkSpeed"": ""10 Gbps optical""}, ""distance"": {""metersMin"": 400, ""kmMax"": 80}, ""matrixInputs"": 1, ""matrixOutputs"": 2, ""routedInputCount"": 1, ""routedOutputCount"": 2, ""physicalOutputCount"": 2, ""mirroredOutputCount"": 0}","Lightware UBEX-Pro20-HDMI-R100: uncompressed, zero-frame-latency AV-over-IP receiver over 10G optical SFP+ networking, supporting 4K60 4:4:4, HDR, HDCP 2.2, with reach up to 80km depending on optical module, and a 4-way multiviewer mode.",Requires 10G optical SFP+ network infrastructure (not standard 1G copper Ethernet); higher cost/complexity tier than compressed AVoIP alternatives.,NetworkHD 600-class (10G optical AVoIP receiver),NHD-600-TRXF,high,https://lightware.com/ubex-pro20-hdmi-r100,2026-07-06,Claude research pass,Added during competitor SKU-coverage expansion (AVoIP category). Verified via Lightware official product page.,[],1,2,2,,derived,Product description: 2x HDMI 2.0 output ports per receiver,comparison-only-verify
